title,link,text,date
西南财经大学师生收听收看纪念中国人民抗日战争暨世界反法西斯战争胜利80周年大会实况,info/1003/114861.htm,西南财经大学师生收听收看纪念中国人民抗日战争暨世界反法西斯战争胜...,2025.09.03
百年西财迎来2025级新生,info/1003/114851.htm,百年西财迎来2025级新生,2025.09.02
学校为抗战老同志颁发“中国人民抗日战争胜利80周年”纪念章,info/1003/114841.htm,学校为抗战老同志颁发“中国人民抗日战争胜利80周年”纪念章,2025.09.01
学校开展新学期校园安全检查,info/1003/114831.htm,学校开展新学期校园安全检查,2025.09.01
学校召开2025年秋季学期中层干部会议,info/1003/114821.htm,学校召开2025年秋季学期中层干部会议,2025.08.29
学校召开干部教师会议宣布校领导副职任免决定,info/1003/114791.htm,学校召开干部教师会议宣布校领导副职任免决定,2025.08.29
我校国家自然科学基金立项取得好成绩,info/1003/114811.htm,我校国家自然科学基金立项取得好成绩,2025.08.29
学校三项成果获2025年度四川省科学技术奖，创历史最好成绩,info/1003/114801.htm,学校三项成果获2025年度四川省科学技术奖，创历史最好成绩,2025.08.29
“中国系列”原创性教材《中国金融学》西财版重磅推出,info/1003/114781.htm,“中国系列”原创性教材《中国金融学》西财版重磅推出,2025.08.20
学校六名教师在2025年四川省高校思政课中青年教师“精彩一课”讲课比赛决赛中斩获佳绩,info/1003/114771.htm,学校六名教师在2025年四川省高校思政课中青年教师“精彩一课”讲课比...,2025.08.03
校领导现场检查指导本科招生录取工作,info/1003/114761.htm,校领导现场检查指导本科招生录取工作,2025.07.30
校领导赴新疆开展访企拓岗专项行动 助力毕业生扎根西部建功立业,info/1003/114751.htm,校领导赴新疆开展访企拓岗专项行动 助力毕业生扎根西部建功立业,2025.07.29
聚焦科创人才培养 共绘创新发展蓝图——成渝地区双城经济圈科创CEO成长特训营专题调研工作座谈会召开,info/1003/114741.htm,聚焦科创人才培养 共绘创新发展蓝图——成渝地区双城经济圈科创CEO成...,2025.07.24
学校召开援疆干部教师座谈会,info/1003/114731.htm,学校召开援疆干部教师座谈会,2025.07.22
贵州财经大学校长李汉文一行来校座谈交流,info/1003/114721.htm,贵州财经大学校长李汉文一行来校座谈交流,2025.07.21
泰康集团—西南财经大学捐赠协议工作落实对接会举行,info/1003/114711.htm,泰康集团—西南财经大学捐赠协议工作落实对接会举行,2025.07.20
学校召开“十五五”规划编制工作启动会,info/1003/114701.htm,学校召开“十五五”规划编制工作启动会,2025.07.19
学校召开人才工作会议 奋力开启新百年新征程人才强校新篇章,info/1003/114691.htm,学校召开人才工作会议 奋力开启新百年新征程人才强校新篇章,2025.07.18
党委常委会专题听取学校学习教育“回头看”情况汇报并开展警示教育,info/1003/114681.htm,党委常委会专题听取学校学习教育“回头看”情况汇报并开展警示教育,2025.07.18
党委常委会传达学习习近平总书记近期重要讲话精神 研究学校贯彻落实意见,info/1003/114671.htm,党委常委会传达学习习近平总书记近期重要讲话精神 研究学校贯彻落实意见,2025.07.18
学校开展“校院两级纪检干部履职能力提升”培训,info/1003/114641.htm,学校开展“校院两级纪检干部履职能力提升”培训,2025.07.16
学校顺利开展2025年度教师集中培训,info/1003/114631.htm,学校顺利开展2025年度教师集中培训,2025.07.16
学校举行高等学历继续教育2025届毕业典礼暨授位仪式,info/1003/114621.htm,学校举行高等学历继续教育2025届毕业典礼暨授位仪式,2025.07.15
成渝金融法院党组书记、院长何东宁一行来校调研,info/1003/114611.htm,成渝金融法院党组书记、院长何东宁一行来校调研,2025.07.14
党委书记赵建军率团出访 深化“一带一路”沿线国家高等教育合作布局,info/1003/114591.htm,党委书记赵建军率团出访 深化“一带一路”沿线国家高等教育合作布局,2025.07.11
学校经济学与商学进入ESI全球前1‰,info/1003/114541.htm,学校经济学与商学进入ESI全球前1‰,2025.07.10
李永强讲授深入贯彻中央八项规定精神学习教育专题党课,info/1003/114551.htm,李永强讲授深入贯彻中央八项规定精神学习教育专题党课,2025.07.10
校领导带队赴上海财经大学调研,info/1003/114571.htm,校领导带队赴上海财经大学调研,2025.07.10
学校召开2025年普通本科招生录取工作会议,info/1003/114531.htm,学校召开2025年普通本科招生录取工作会议,2025.07.09
校领导送学生骨干赴宜宾筠连挂职社会实践到岗并看望在筠校友,info/1003/114521.htm,校领导送学生骨干赴宜宾筠连挂职社会实践到岗并看望在筠校友,2025.07.09
中国社会学会2025年学术年会在我校成功举办,info/1003/114511.htm,中国社会学会2025年学术年会在我校成功举办,2025.07.07
我校获2025年“四川青年五四奖”表彰,info/1003/114501.htm,我校获2025年“四川青年五四奖”表彰,2025.07.04
学校与四川省宜宾五粮液集团财务有限公司签署校企合作协议,info/1003/114491.htm,学校与四川省宜宾五粮液集团财务有限公司签署校企合作协议,2025.07.03
云南财经大学副校长李正彪一行来校调研,info/1003/114481.htm,云南财经大学副校长李正彪一行来校调研,2025.07.02
学校开展期末校园安全检查,info/1003/114451.htm,学校开展期末校园安全检查,2025.07.02
西南财经大学疫情防控工作领导小组2月9日印发《关于贯彻落实全国教育系统应对新型冠状病毒感染肺炎疫情防控工作视频会议精神的通知》,../info/1003/65971.htm,西南财经大学疫情防控工作领导小组2月9日印发《关于贯彻落实全国教育...,2020.02.10
教育部召开全国教育系统疫情防控工作视频会议 我校设分会场,../info/1003/65951.htm,教育部召开全国教育系统疫情防控工作视频会议 我校设分会场,2020.02.08
学校召开疫情防控工作领导小组工作会议,../info/1003/65961.htm,学校召开疫情防控工作领导小组工作会议,2020.02.08
筑牢防线 共克时艰——西财“战疫”一线纪实,../info/1003/65941.htm,筑牢防线 共克时艰——西财“战疫”一线纪实,2020.02.07
四川教育发布报道我校党员踊跃交纳“特殊党费”支援湖北疫情防控工作,../info/1003/65921.htm,四川教育发布报道我校党员踊跃交纳“特殊党费”支援湖北疫情防控工作,2020.02.06
学校召开中层干部视频会议 安排部署进一步加强疫情防控工作 确保平安开学和开学平安,../info/1003/65931.htm,学校召开中层干部视频会议 安排部署进一步加强疫情防控工作 确保平安...,2020.02.06
学校党委召开常委会（扩大）会议 传达学习习近平总书记在中央政治局常委会会议上的重要讲话精神 研究部署进一步加强疫情防控工作,../info/1003/65911.htm,学校党委召开常委会（扩大）会议 传达学习习近平总书记在中央政治局常...,2020.02.05
西南财经大学党员踊跃交纳“特殊党费”支援湖北疫情防控工作,../info/1003/65901.htm,西南财经大学党员踊跃交纳“特殊党费”支援湖北疫情防控工作,2020.02.05
西南财经大学扎实开展疫情防控督查工作,../info/1003/65891.htm,西南财经大学扎实开展疫情防控督查工作,2020.02.03
成都市人民政府牛清报副市长来我校看望在校留学生并视察学校疫情防控工作,../info/1003/65871.htm,成都市人民政府牛清报副市长来我校看望在校留学生并视察学校疫情防控工作,2020.02.02
西南财经大学：高擎党旗 筑牢堡垒 坚决打赢疫情防控阻击战,../info/1003/65881.htm,西南财经大学：高擎党旗 筑牢堡垒 坚决打赢疫情防控阻击战,2020.02.02
让党旗在疫情防控一线高高飘扬——西南财经大学“党员小分队”在行动,../info/1003/65861.htm,让党旗在疫情防控一线高高飘扬——西南财经大学“党员小分队”在行动,2020.02.02
党委书记赵德武、校长卓志看望慰问学校疫情防控一线工作人员和留校学生,../info/1003/65851.htm,党委书记赵德武、校长卓志看望慰问学校疫情防控一线工作人员和留校学生,2020.02.01
学校召开疫情防控工作领导小组现场会,../info/1003/65831.htm,学校召开疫情防控工作领导小组现场会,2020.01.31
中共西南财经大学委员会1月30日下发通知，强调在防控新型冠状病毒感染的肺炎疫情中充分发挥党组织战斗堡垒作用和共产党员先锋模范作用,../info/1003/65841.htm,中共西南财经大学委员会1月30日下发通知，强调在防控新型冠状病毒感染...,2020.01.31
校领导在柳林校区对疫情防控工作进行检查督导,../info/1003/65821.htm,校领导在柳林校区对疫情防控工作进行检查督导,2020.01.30
校领导在光华校区对疫情防控工作进行检查督导并召开现场工作会议,../info/1003/65811.htm,校领导在光华校区对疫情防控工作进行检查督导并召开现场工作会议,2020.01.30
学校党委召开常委会（扩大）会议传达学习习近平总书记在中央政治局常委会会议上的重要讲话精神 对疫情防控工作再动员再部署再加强,../info/1003/65771.htm,学校党委召开常委会（扩大）会议传达学习习近平总书记在中央政治局常...,2020.01.28
学校扎实开展新型冠状病毒感染肺炎疫情防控工作,../info/1003/65781.htm,学校扎实开展新型冠状病毒感染肺炎疫情防控工作,2020.01.28
学校召开疫情防控工作领导小组办公室工作会议,../info/1003/65791.htm,学校召开疫情防控工作领导小组办公室工作会议,2020.01.28
学校召开二级单位主要负责人会议 安排部署疫情防控工作,../info/1003/65801.htm,学校召开二级单位主要负责人会议 安排部署疫情防控工作,2020.01.28
校领导检查布置新型冠状病毒感染的肺炎疫情防控后勤保障工作,../info/1003/65761.htm,校领导检查布置新型冠状病毒感染的肺炎疫情防控后勤保障工作,2020.01.27
校领导看望慰问春节期间坚守岗位的值班员工,../info/1003/65751.htm,校领导看望慰问春节期间坚守岗位的值班员工,2020.01.25
学校举行2020年留校学生新春团拜会,../info/1003/65741.htm,学校举行2020年留校学生新春团拜会,2020.01.23
党委书记赵德武检查部署学校新型冠状病毒感染的肺炎疫情防控工作,../info/1003/65731.htm,党委书记赵德武检查部署学校新型冠状病毒感染的肺炎疫情防控工作,2020.01.22
学校组织看望慰问离退休老同志和病困教职工,../info/1003/65721.htm,学校组织看望慰问离退休老同志和病困教职工,2020.01.21
校领导到经济管理实验教学中心进行专题调研,../info/1003/65711.htm,校领导到经济管理实验教学中心进行专题调研,2020.01.20
西南财经大学举行2020年新春团拜会,../info/1003/65691.htm,西南财经大学举行2020年新春团拜会,2020.01.20
学校2020年统一战线迎春茶话会举行,../info/1003/65701.htm,学校2020年统一战线迎春茶话会举行,2020.01.20
电子科技大学校长曾勇一行到访我校,../info/1003/65681.htm,电子科技大学校长曾勇一行到访我校,2020.01.19
四川省召开2020年全省教育工作视频会议 我校设分会场,../info/1003/65621.htm,四川省召开2020年全省教育工作视频会议 我校设分会场,2020.03.28
学校召开决战决胜脱贫攻坚工作推进会议,../info/1003/65611.htm,学校召开决战决胜脱贫攻坚工作推进会议,2020.03.27
省委宣传部副部长周青来我校调研指导出版工作,../info/1003/65601.htm,省委宣传部副部长周青来我校调研指导出版工作,2020.03.26
学校召开疫情防控工作会议,../info/1003/65591.htm,学校召开疫情防控工作会议,2020.03.26
2020届毕业生春季网上双选会举办,../info/1003/65581.htm,2020届毕业生春季网上双选会举办,2020.03.23
学校召开新学期分管科研工作负责人会议,../info/1003/65571.htm,学校召开新学期分管科研工作负责人会议,2020.03.20
学校党委召开常委会会议 研究和部署决战决胜脱贫攻坚工作,../info/1003/65561.htm,学校党委召开常委会会议 研究和部署决战决胜脱贫攻坚工作,2020.03.17
同心战“疫” 众志成城 西南财大统一战线在行动,../info/1003/65541.htm,同心战“疫” 众志成城 西南财大统一战线在行动,2020.03.16
学校召开2020届毕业生就业工作推进会,../info/1003/65531.htm,学校召开2020届毕业生就业工作推进会,2020.03.16
西南财经大学社会科学总论进入ESI全球排名前1%,../info/1003/65521.htm,西南财经大学社会科学总论进入ESI全球排名前1%,2020.03.16
洁净校园 科学战“疫” ——学校组织开展爱国卫生运动“周末卫生大扫除”,../info/1003/65551.htm,洁净校园 科学战“疫” ——学校组织开展爱国卫生运动“周末卫生大扫...,2020.03.16
众志成城，共克时艰！广大师生、校友和各界爱心企业及人士向学校积极捐赠防疫物资,../info/1003/65511.htm,众志成城，共克时艰！广大师生、校友和各界爱心企业及人士向学校积极...,2020.03.13
党委书记赵德武、校长卓志深入学院部门检查指导工作 慰问一线工作人员,../info/1003/65501.htm,党委书记赵德武、校长卓志深入学院部门检查指导工作 慰问一线工作人员,2020.03.12
党委书记赵德武、校长卓志看望慰问学府尚郡疫情防控党员小分队教师代表,../info/1003/65481.htm,党委书记赵德武、校长卓志看望慰问学府尚郡疫情防控党员小分队教师代表,2020.03.08
研精覃思：《中国教育报》点赞西南财经大学“云端课堂”,../info/1003/65491.htm,研精覃思：《中国教育报》点赞西南财经大学“云端课堂”,2020.03.08
学校召开二级党组织书记工作会议 安排部署党建与思想政治工作,../info/1003/65471.htm,学校召开二级党组织书记工作会议 安排部署党建与思想政治工作,2020.03.07
学校召开疫情防控工作领导小组全体会议 研究部署近期重点工作,../info/1003/65461.htm,学校召开疫情防控工作领导小组全体会议 研究部署近期重点工作,2020.03.05
西南财经大学：战“疫”40天，全心全意守护师生健康生命线,../info/1003/65451.htm,西南财经大学：战“疫”40天，全心全意守护师生健康生命线,2020.03.04
学校新增金融科技、人工智能、供应链管理三个本科专业,../info/1003/65441.htm,学校新增金融科技、人工智能、供应链管理三个本科专业,2020.03.01
学校召开2020年春季学期中层干部视频会议 安排部署今年学校工作和当前重点工作,../info/1003/65431.htm,学校召开2020年春季学期中层干部视频会议 安排部署今年学校工作和当前...,2020.02.26
西南财经大学：心往一处想、劲往一处使，确保高质量在线开课,../info/1003/65421.htm,西南财经大学：心往一处想、劲往一处使，确保高质量在线开课,2020.02.25
学校召开党委常委会会议 研究部署当前疫情防控工作和2020年学校工作,../info/1003/65411.htm,学校召开党委常委会会议 研究部署当前疫情防控工作和2020年学校工作,2020.02.25
扎实开展疫情防控督查，有力推进工作落地落实,../info/1003/65401.htm,扎实开展疫情防控督查，有力推进工作落地落实,2020.02.24
西南财经大学多措并举做好线上教学准备，确保疫情防控期间停课不停学,../info/1003/65391.htm,西南财经大学多措并举做好线上教学准备，确保疫情防控期间停课不停学,2020.02.24
战“疫”在一起 | 温暖如光：西财餐饮人默默坚守的33天,../info/1003/65381.htm,战“疫”在一起 | 温暖如光：西财餐饮人默默坚守的33天,2020.02.23
把研究成果写在抗击疫情第一线——西南财经大学积极开展战“疫”应急对策研究,../info/1003/65371.htm,把研究成果写在抗击疫情第一线——西南财经大学积极开展战“疫”应急...,2020.02.22
战“疫”在一起：你无恙，我安好！——西南财大学工队伍全心守护学生身心健康,../info/1003/65361.htm,战“疫”在一起：你无恙，我安好！——西南财大学工队伍全心守护学生...,2020.02.19
学校召开疫情防控工作领导小组全体会议,../info/1003/65351.htm,学校召开疫情防控工作领导小组全体会议,2020.02.17
党旗高高飘扬——西南财经大学二级党组织齐力战“疫”,../info/1003/65341.htm,党旗高高飘扬——西南财经大学二级党组织齐力战“疫”,2020.02.16
学校多措并举切实做好疫情防控期间毕业生就业服务,../info/1003/65331.htm,学校多措并举切实做好疫情防控期间毕业生就业服务,2020.02.15
学校疫情防控工作领导小组召开光华家属区防控管理专项工作会,../info/1003/66021.htm,学校疫情防控工作领导小组召开光华家属区防控管理专项工作会,2020.02.15
成都市公安局出入境管理局联合青羊区外事办来校调研新冠肺炎疫情防治工作,../info/1003/66001.htm,成都市公安局出入境管理局联合青羊区外事办来校调研新冠肺炎疫情防治工作,2020.02.13
学校召开疫情防控工作领导小组工作会议,../info/1003/66011.htm,学校召开疫情防控工作领导小组工作会议,2020.02.13
拳拳校友意 殷殷西财情 西财校友齐心战“疫”,../info/1003/65991.htm,拳拳校友意 殷殷西财情 西财校友齐心战“疫”,2020.02.12
成都市卫生计生监督执法支队联合督导组检查我校新冠肺炎疫情防治工作,../info/1003/65981.htm,成都市卫生计生监督执法支队联合督导组检查我校新冠肺炎疫情防治工作,2020.02.11
学校召开疫情防控工作领导小组会议 研究部署学生返校开学工作,../info/1003/65271.htm,学校召开疫情防控工作领导小组会议 研究部署学生返校开学工作,2020.05.10
四川省委教育工委副书记李光华一行来我校督查2020年春季学期返校开学工作,../info/1003/65261.htm,四川省委教育工委副书记李光华一行来我校督查2020年春季学期返校开学...,2020.05.09
学校两校区接受开学复课评估核验,../info/1003/65251.htm,学校两校区接受开学复课评估核验,2020.05.09
我校基层党支部工作案例入选《基层党组织书记案例选编（高校版）》,../info/1003/65241.htm,我校基层党支部工作案例入选《基层党组织书记案例选编（高校版）》,2020.05.07
西财学子在2020年美国数学建模竞赛再创历史性突破,../info/1003/65221.htm,西财学子在2020年美国数学建模竞赛再创历史性突破,2020.05.07
我校出版社在中宣部2019年度图书出版单位 社会效益评价考核中获评优秀,../info/1003/65231.htm,我校出版社在中宣部2019年度图书出版单位 社会效益评价考核中获评优秀,2020.05.07
教育部召开高校复学疫情防控调度视频会 我校设分会场,../info/1003/65211.htm,教育部召开高校复学疫情防控调度视频会 我校设分会场,2020.05.06
我校青年和基层团组织荣获“全国优秀共青团员”“四川省五四红旗团支部”等荣誉称号,../info/1003/65201.htm,我校青年和基层团组织荣获“全国优秀共青团员”“四川省五四红旗团支...,2020.05.04
学校召开2020年全面从严治党工作视频会议,../info/1003/65191.htm,学校召开2020年全面从严治党工作视频会议,2020.05.02
共建城市绿心，共享青山绿水——校领导带队开展龙泉山城市森林公园“包山头”植树活动,../info/1003/65181.htm,共建城市绿心，共享青山绿水——校领导带队开展龙泉山城市森林公园“...,2020.04.30
学校召开大学生劳动教育工作领导小组会议暨新时代大学生劳动教育研讨会,../info/1003/65161.htm,学校召开大学生劳动教育工作领导小组会议暨新时代大学生劳动教育研讨会,2020.04.29
学校开展2020年春季学期学生返校应急演练,../info/1003/65171.htm,学校开展2020年春季学期学生返校应急演练,2020.04.29
学校召开专项帮扶云南省福贡县工作会,../info/1003/65151.htm,学校召开专项帮扶云南省福贡县工作会,2020.04.29
我校参加全省高校新冠肺炎疫情防控及开学工作培训视频会,../info/1003/65141.htm,我校参加全省高校新冠肺炎疫情防控及开学工作培训视频会,2020.04.28
学校召开疫情防控工作领导小组会议 专题研究学生返校开学工作,../info/1003/65121.htm,学校召开疫情防控工作领导小组会议 专题研究学生返校开学工作,2020.04.27
全力以赴筑牢防线——学校扎实做好学生安全返校开学各项工作,../info/1003/65131.htm,全力以赴筑牢防线——学校扎实做好学生安全返校开学各项工作,2020.04.27
省教育厅召开2020年全省高校定点扶贫工作视频会议我校设分会场,../info/1003/65111.htm,省教育厅召开2020年全省高校定点扶贫工作视频会议我校设分会场,2020.04.26
学校举行党委理论学习中心组（扩大）学习会 深入学习习近平总书记关于疫情防控重要讲话和重要指示批示精神 深刻领会中国共产党领导和中国特色社会主义制度显著优势,../info/1003/65101.htm,学校举行党委理论学习中心组（扩大）学习会 深入学习习近平总书记关于...,2020.04.25
教育部召开学校疫情防控专家报告视频会 我校设分会场,../info/1003/65091.htm,教育部召开学校疫情防控专家报告视频会 我校设分会场,2020.04.23
齐心协力，同心抗疫——我校对口武汉商学院深入开展就业创业“一帮一”行动,../info/1003/65081.htm,齐心协力，同心抗疫——我校对口武汉商学院深入开展就业创业“一帮一...,2020.04.22
校长、党委副书记卓志赴美姑县开展扶贫调研和对口帮扶工作,../info/1003/65071.htm,校长、党委副书记卓志赴美姑县开展扶贫调研和对口帮扶工作,2020.04.20
学校召开专项帮扶福贡县工作推进会,../info/1003/65051.htm,学校召开专项帮扶福贡县工作推进会,2020.04.16
教育部召开2020年度高校思想政治工作视频会 我校设分会场,../info/1003/65041.htm,教育部召开2020年度高校思想政治工作视频会 我校设分会场,2020.04.16
教育部召开直属高校滇西专项扶贫工作推进会 我校设分会场,../info/1003/65061.htm,教育部召开直属高校滇西专项扶贫工作推进会 我校设分会场,2020.04.16
卓志校长会见中国平安集团驻四川地区统管党委书记叶青一行,../info/1003/65021.htm,卓志校长会见中国平安集团驻四川地区统管党委书记叶青一行,2020.04.14
青年志愿者行动的初心和使命 --团中央志愿者工作部部长张朝晖为我校师生做专题报告,../info/1003/65031.htm,青年志愿者行动的初心和使命 --团中央志愿者工作部部长张朝晖为我校师...,2020.04.14
“发展灵活就业应对抗疫长期化”线上研讨会举行,../info/1003/65011.htm,“发展灵活就业应对抗疫长期化”线上研讨会举行,2020.04.11
学校召开重点领域廉政建设约谈会,../info/1003/65001.htm,学校召开重点领域廉政建设约谈会,2020.04.10
校领导到出版社调研指导工作,../info/1003/64991.htm,校领导到出版社调研指导工作,2020.04.10
我校辅导员参加全国高校辅导员网络培训示范班,../info/1003/65671.htm,我校辅导员参加全国高校辅导员网络培训示范班,2020.04.07
学校党委召开常委会会议 专题研究部署宣传思想工作,../info/1003/64981.htm,学校党委召开常委会会议 专题研究部署宣传思想工作,2020.04.07
西南财经大学深切悼念抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞,../info/1003/65661.htm,西南财经大学深切悼念抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞,2020.04.04
爱心接力，携手抗“疫”——我校又收到一批来自师生校友和社会各界的捐赠物资,../info/1003/65651.htm,爱心接力，携手抗“疫”——我校又收到一批来自师生校友和社会各界的...,2020.04.03
党委书记赵德武会见青羊区区委副书记、区长詹庆一行,../info/1003/65631.htm,党委书记赵德武会见青羊区区委副书记、区长詹庆一行,2020.04.02
学校扎实推进疫情防控期间普通本科招生宣传工作,../info/1003/65641.htm,学校扎实推进疫情防控期间普通本科招生宣传工作,2020.04.02
福贡县2020年度财会人员专题培训班圆满结束,../info/1003/64941.htm,福贡县2020年度财会人员专题培训班圆满结束,2020.06.11
卓志校长率队赴云南大学对接结对帮扶福贡县脱贫攻坚工作,../info/1003/64891.htm,卓志校长率队赴云南大学对接结对帮扶福贡县脱贫攻坚工作,2020.06.08
成都宏图亿东集团有限公司向我校捐赠新冠疫情防控物资仪式举行,../info/1003/64911.htm,成都宏图亿东集团有限公司向我校捐赠新冠疫情防控物资仪式举行,2020.06.08
神州信息董事长郭为一行到访我校,../info/1003/64901.htm,神州信息董事长郭为一行到访我校,2020.06.08
我校周恕弘教授论文被经济学TOP5杂志JPE正式接受发表,../info/1003/64881.htm,我校周恕弘教授论文被经济学TOP5杂志JPE正式接受发表,2020.06.06
西南财经大学建校95周年学术论坛隆重举行,../info/1003/64871.htm,西南财经大学建校95周年学术论坛隆重举行,2020.06.05
我校与电子科大联合学士学位项目获批,../info/1003/64861.htm,我校与电子科大联合学士学位项目获批,2020.06.05
高等财经教育的历史使命与创新发展——写在西南财经大学建校95周年之际,../info/1003/64801.htm,高等财经教育的历史使命与创新发展——写在西南财经大学建校95周年之际,2020.06.03
我校两个案例入选“首届新时代四川高校十大党建创新案例暨十大基层党组织实践案例”,../info/1003/64831.htm,我校两个案例入选“首届新时代四川高校十大党建创新案例暨十大基层党...,2020.06.03
建校95周年校庆日升国旗仪式举行,../info/1003/64841.htm,建校95周年校庆日升国旗仪式举行,2020.06.03
西南财经大学庆祝建校95周年大会隆重举行,../info/1003/64851.htm,西南财经大学庆祝建校95周年大会隆重举行,2020.06.03
学校党委巡察组召开第二轮巡察情况反馈会,../info/1003/64821.htm,学校党委巡察组召开第二轮巡察情况反馈会,2020.06.03
圣基里尔·麦托迪大学-西南财经大学孔子学院举办线上“汉语桥”比赛,../info/1003/64811.htm,圣基里尔·麦托迪大学-西南财经大学孔子学院举办线上“汉语桥”比赛,2020.06.03
四川省委政法委副书记夏凤俭一行来我校调研,../info/1003/64791.htm,四川省委政法委副书记夏凤俭一行来我校调研,2020.06.02
中国银行四川省分行副行长左焜一行访问我校,../info/1003/64781.htm,中国银行四川省分行副行长左焜一行访问我校,2020.06.02
西南财经大学第七届教职工代表大会 第十六届工会会员代表大会第二次会议顺利召开,../info/1003/64771.htm,西南财经大学第七届教职工代表大会 第十六届工会会员代表大会第二次会...,2020.05.30
很高兴，再次见到你！西南财经大学又一批学生正式返校,../info/1003/64761.htm,很高兴，再次见到你！西南财经大学又一批学生正式返校,2020.05.28
学校5门英文慕课上线爱课程国际平台,../info/1003/64751.htm,学校5门英文慕课上线爱课程国际平台,2020.05.28
福贡县村组（社区）干部素质能力提升培训班在我校开班,../info/1003/64741.htm,福贡县村组（社区）干部素质能力提升培训班在我校开班,2020.05.18
校领导到凉山州美姑县推动定点扶贫工作,../info/1003/64731.htm,校领导到凉山州美姑县推动定点扶贫工作,2020.05.18
秩序井然 温情满满——西财首批学生正式返校,../info/1003/64721.htm,秩序井然 温情满满——西财首批学生正式返校,2020.05.16
洁净校园 防疫有我 ——学校组织开展爱国卫生运动“校园环境大扫除”,../info/1003/64691.htm,洁净校园 防疫有我 ——学校组织开展爱国卫生运动“校园环境大扫除”,2020.05.15
三峡人寿保险股份有限公司董事长黎已铭一行到访我校,../info/1003/64711.htm,三峡人寿保险股份有限公司董事长黎已铭一行到访我校,2020.05.15
学生复学复课疫情防控工作专题培训会举行,../info/1003/64701.htm,学生复学复课疫情防控工作专题培训会举行,2020.05.15
扎实推动疫情防控常态化条件下复学复课 确保校园安全和师生身心健康 进一步推进学校和托幼机构新冠肺炎疫情防控工作视频会议召开 我校设分会场,../info/1003/64671.htm,扎实推动疫情防控常态化条件下复学复课 确保校园安全和师生身心健康 ...,2020.05.14
校长卓志出席“成渝地区双城经济圈高校联盟”成立仪式,../info/1003/64681.htm,校长卓志出席“成渝地区双城经济圈高校联盟”成立仪式,2020.05.14
学校领导深入疫情防控一线开展现场督查,../info/1003/64661.htm,学校领导深入疫情防控一线开展现场督查,2020.05.13
护士节校领导亲切慰问校医院医护人员,../info/1003/64641.htm,护士节校领导亲切慰问校医院医护人员,2020.05.13
党委常委、副校长史代敏到后勤服务总公司检查指导复学复课保障服务工作,../info/1003/64651.htm,党委常委、副校长史代敏到后勤服务总公司检查指导复学复课保障服务工作,2020.05.13
弘扬抗疫精神，铸就奋斗青春 ——我校举行战“疫”英雄进校园线上活动,../info/1003/65321.htm,弘扬抗疫精神，铸就奋斗青春 ——我校举行战“疫”英雄进校园线上活动,2020.05.12
学校召开学习习近平总书记五四寄语精神座谈会,../info/1003/64631.htm,学校召开学习习近平总书记五四寄语精神座谈会,2020.05.12
让青春之花绽放在党和人民最需要的地方——我校1300余名学子积极投身防控疫情志愿活动,../info/1003/65311.htm,让青春之花绽放在党和人民最需要的地方——我校1300余名学子积极投身...,2020.05.12
我校寇纲教授入选2019年中国高被引学者榜单,../info/1003/65301.htm,我校寇纲教授入选2019年中国高被引学者榜单,2020.05.12
学校召开新财经人才培养专题研讨会,../info/1003/65291.htm,学校召开新财经人才培养专题研讨会,2020.05.11
学校召开中层干部会议 部署安排复学复课工作,../info/1003/65281.htm,学校召开中层干部会议 部署安排复学复课工作,2020.05.11
欢迎你，无畏的追梦人——西南财经大学致2020年高考生的邀请信,../info/1003/64571.htm,欢迎你，无畏的追梦人——西南财经大学致2020年高考生的邀请信,2020.07.25
学校举行党委理论学习中心组学习（扩大）会 深入学习贯彻国家教育事业发展“十四五”规划编制工作会议精神 科学谋划学校“十四五”发展,../info/1003/64561.htm,学校举行党委理论学习中心组学习（扩大）会 深入学习贯彻国家教育事业...,2020.07.20
保险学院联合工保科技发布《中国建设工程保证保险蓝皮书（2020）》,../info/1003/64551.htm,保险学院联合工保科技发布《中国建设工程保证保险蓝皮书（2020）》,2020.07.18
后疫情时代农业保险的风险保障机制研讨会举办,../info/1003/64541.htm,后疫情时代农业保险的风险保障机制研讨会举办,2020.07.18
我校教师寇纲应人民日报社邀请参加“拾人谈之数据产业协同发展与治理”云上论坛,../info/1003/64521.htm,我校教师寇纲应人民日报社邀请参加“拾人谈之数据产业协同发展与治理...,2020.07.17
学校召开中层正职干部会议 安排部署期末及秋季学期开学有关工作,../info/1003/64511.htm,学校召开中层正职干部会议 安排部署期末及秋季学期开学有关工作,2020.07.17
2020年上半年四川“双指数”报告新闻网络发布会举行,../info/1003/64531.htm,2020年上半年四川“双指数”报告新闻网络发布会举行,2020.07.17
学校召开意识形态与安全工作会议,../info/1003/64491.htm,学校召开意识形态与安全工作会议,2020.07.16
我校主办的《Financial Innovation（金融创新）》期刊首个影响因子达2.964,../info/1003/64501.htm,我校主办的《Financial Innovation（金融创新）》期刊首个影响因子达2...,2020.07.16
四川省高校心理健康教育示范学校建设专家组到校考察调研,../info/1003/64471.htm,四川省高校心理健康教育示范学校建设专家组到校考察调研,2020.07.13
公共管理学院教师讲授团中央“青年大学习”网上主题团课,../info/1003/64481.htm,公共管理学院教师讲授团中央“青年大学习”网上主题团课,2020.07.13
