title,link,text,date
百年恰是风华正茂 奋斗之我自强不息——西南财经大学隆重举行庆祝中国共产党成立100周年大型文艺汇演,../info/1003/61451.htm,百年恰是风华正茂 奋斗之我自强不息——西南财经大学隆重举行庆祝中国...,2021.06.24
教育部党史学习教育高校第十一巡回指导组到校指导工作,../info/1003/61461.htm,教育部党史学习教育高校第十一巡回指导组到校指导工作,2021.06.24
踏浪新科技 培养“新财经”一流人才——我校“新财经”一流人才培养改革被多家主流媒体报道,../info/1003/61431.htm,踏浪新科技 培养“新财经”一流人才——我校“新财经”一流人才培养改...,2021.06.23
学校隆重举行脱贫攻坚总结表彰暨乡村振兴有效衔接工作推进会,../info/1003/61421.htm,学校隆重举行脱贫攻坚总结表彰暨乡村振兴有效衔接工作推进会,2021.06.22
我校4名博士后获中国博士后科学基金和四川省博士后特别资助立项,../info/1003/60701.htm,我校4名博士后获中国博士后科学基金和四川省博士后特别资助立项,2021.09.09
我校2021级新生报到入学,../info/1003/60711.htm,我校2021级新生报到入学,2021.09.09
学校与四川农业大学签署劳动教育合作协议,../info/1003/60691.htm,学校与四川农业大学签署劳动教育合作协议,2021.09.08
学校领导深入课堂检查指导新学期教学工作,../info/1003/60671.htm,学校领导深入课堂检查指导新学期教学工作,2021.09.07
从严从紧，用心用情——学校扎实做好2021级新生报到准备工作,../info/1003/60681.htm,从严从紧，用心用情——学校扎实做好2021级新生报到准备工作,2021.09.07
学校深入开展校园安全检查工作,../info/1003/60661.htm,学校深入开展校园安全检查工作,2021.09.03
学校开展2021年秋季学期开学疫情防控应急处置演练,../info/1003/60651.htm,学校开展2021年秋季学期开学疫情防控应急处置演练,2021.09.02
学校举行2021年秋季学期中层干部学习会,../info/1003/60641.htm,学校举行2021年秋季学期中层干部学习会,2021.08.30
学校召开深入学习贯彻中央财经委员会第十次会议精神专家学者座谈会,../info/1003/60621.htm,学校召开深入学习贯彻中央财经委员会第十次会议精神专家学者座谈会,2021.08.29
学校在“两弹一星”干部学院举办2021年中层干部专题培训班,../info/1003/60631.htm,学校在“两弹一星”干部学院举办2021年中层干部专题培训班,2021.08.29
全国教育系统疫情防控工作视频调度会议召开 我校设分会场,../info/1003/60611.htm,全国教育系统疫情防控工作视频调度会议召开 我校设分会场,2021.08.12
校领导检查暑期后勤各项保障服务工作并慰问在岗员工,../info/1003/60601.htm,校领导检查暑期后勤各项保障服务工作并慰问在岗员工,2021.08.08
第三届计算思维与赋能教育改革发展论坛暨第十届大学计算机课程教学改革研讨会举办,../info/1003/60591.htm,第三届计算思维与赋能教育改革发展论坛暨第十届大学计算机课程教学改...,2021.08.04
校领导慰问高温天气坚守岗位的一线校卫队员,../info/1003/60581.htm,校领导慰问高温天气坚守岗位的一线校卫队员,2021.08.03
学校光华读书社荣获四川省写作学会“先进集体“称号,../info/1003/60571.htm,学校光华读书社荣获四川省写作学会“先进集体“称号,2021.07.30
请党放心，强国有我——我校开展2020级本科学生军训,../info/1003/60561.htm,请党放心，强国有我——我校开展2020级本科学生军训,2021.07.28
四川省大学生体育协会第一届会员大会在我校举行,../info/1003/60551.htm,四川省大学生体育协会第一届会员大会在我校举行,2021.07.28
中国运筹学会金融工程与金融风险管理分会第十届学术年会举行,../info/1003/60531.htm,中国运筹学会金融工程与金融风险管理分会第十届学术年会举行,2021.07.27
学校召开“十四五”分项规划、学院（中心）发展规划编制工作推进会,../info/1003/60541.htm,学校召开“十四五”分项规划、学院（中心）发展规划编制工作推进会,2021.07.27
着力打通两个课堂  深入践行劳动育人——学校“耕读田园”果蔬种植劳动实践基地硕果累累,../info/1003/60521.htm,着力打通两个课堂  深入践行劳动育人——学校“耕读田园”果蔬种植劳...,2021.07.26
“金融科技与金融市场”2021金融风险国际研讨会举办,../info/1003/60511.htm,“金融科技与金融市场”2021金融风险国际研讨会举办,2021.07.26
教育部党组第八巡视组向西南财经大学党委反馈巡视情况,../info/1003/60501.htm,教育部党组第八巡视组向西南财经大学党委反馈巡视情况,2021.07.24
中国高校金融教育金课联盟金融科技专业骨干教师培训会在我校举行,../info/1003/60481.htm,中国高校金融教育金课联盟金融科技专业骨干教师培训会在我校举行,2021.07.23
校领导到本科招生录取现场检查指导招生录取工作,../info/1003/60491.htm,校领导到本科招生录取现场检查指导招生录取工作,2021.07.23
新发展格局下的金融科技——第四届国际金融科技论坛隆重举行,../info/1003/60471.htm,新发展格局下的金融科技——第四届国际金融科技论坛隆重举行,2021.07.22
西南财经大学出版社在中宣部2020年度图书出版单位社会效益评价考核中获评优秀,../info/1003/60451.htm,西南财经大学出版社在中宣部2020年度图书出版单位社会效益评价考核中...,2021.07.21
我校教师参加全国高等财经院校《资本论》研究会第38届学术年会,../info/1003/60441.htm,我校教师参加全国高等财经院校《资本论》研究会第38届学术年会,2021.07.21
学校举行2021年教师集中培训结业暨“知行天下”教师社会实践调研启动仪式,../info/1003/60461.htm,学校举行2021年教师集中培训结业暨“知行天下”教师社会实践调研启动...,2021.07.21
学校召开党建示范创建和质量创优工作推进会,../info/1003/60431.htm,学校召开党建示范创建和质量创优工作推进会,2021.07.20
学校召开2021年暑期和秋季学期开学疫情防控工作部署会议,../info/1003/61121.htm,学校召开2021年暑期和秋季学期开学疫情防控工作部署会议,2021.07.20
教育部党史学习教育高校第十一巡回指导组到西南财经大学指导校长办公室党支部专题组织生活会,../info/1003/61101.htm,教育部党史学习教育高校第十一巡回指导组到西南财经大学指导校长办公...,2021.07.19
教育部网站报道我校深入推进研究生教育质量管理体系改革工作,../info/1003/61111.htm,教育部网站报道我校深入推进研究生教育质量管理体系改革工作,2021.07.19
学校举行“走进西财 梦想启航”2021年普通本科首批录取通知书签发活动,../info/1003/61091.htm,学校举行“走进西财 梦想启航”2021年普通本科首批录取通知书签发活动,2021.07.17
扎根中国大地建设一流大学 践行初心使命培育时代新人——党委副书记、校长卓志为集中培训教师作专题报告,../info/1003/61071.htm,扎根中国大地建设一流大学 践行初心使命培育时代新人——党委副书记、...,2021.07.15
2020级本科学生军训动员大会举行,../info/1003/61081.htm,2020级本科学生军训动员大会举行,2021.07.15
我校学生骨干培训班第七期开班式举行,../info/1003/60371.htm,我校学生骨干培训班第七期开班式举行,2021.10.16
教育部党史学习教育高校第十一巡回指导组到校指导工作,../info/1003/60391.htm,教育部党史学习教育高校第十一巡回指导组到校指导工作,2021.10.16
我校与中国农业银行举行全面战略合作协议签约暨“新财经”综合实验室揭牌仪式,../info/1003/60361.htm,我校与中国农业银行举行全面战略合作协议签约暨“新财经”综合实验室...,2021.10.15
我校刘诗白教授荣获全国教材建设先进个人荣誉称号、四种教材荣获首届全国优秀教材二等奖,../info/1003/60341.htm,我校刘诗白教授荣获全国教材建设先进个人荣誉称号、四种教材荣获首届...,2021.10.15
校领导会见广西2022年选调生招录宣讲团领导,../info/1003/60351.htm,校领导会见广西2022年选调生招录宣讲团领导,2021.10.15
学校在四川长征干部学院举办2021年党务工作者专题培训,../info/1003/60331.htm,学校在四川长征干部学院举办2021年党务工作者专题培训,2021.10.14
西财-成电“金融学-计算机科学与技术”联合学位精英人才实验班2021级新生开班典礼举行,../info/1003/60311.htm,西财-成电“金融学-计算机科学与技术”联合学位精英人才实验班2021级...,2021.10.13
中国家庭金融调查与研究中心案例获评2021中国智库（AMI）综合评价“社会服务十大特色案例”,../info/1003/60321.htm,中国家庭金融调查与研究中心案例获评2021中国智库（AMI）综合评价“社...,2021.10.13
省政协常委、我校寇纲教授出席黄强省长领衔办理政协提案专题会议,../info/1003/60301.htm,省政协常委、我校寇纲教授出席黄强省长领衔办理政协提案专题会议,2021.10.12
学校召开“教育部高校银龄教师支援西部计划”欢送座谈会,../info/1003/60291.htm,学校召开“教育部高校银龄教师支援西部计划”欢送座谈会,2021.10.12
学校召开思想政治理论课建设工作领导小组专题工作会,../info/1003/60281.htm,学校召开思想政治理论课建设工作领导小组专题工作会,2021.10.09
学校举行庆祝中华人民共和国成立72周年升国旗仪式,../info/1003/60261.htm,学校举行庆祝中华人民共和国成立72周年升国旗仪式,2021.10.01
学校召开巡视整改工作情况通报会,../info/1003/60271.htm,学校召开巡视整改工作情况通报会,2021.10.01
特拉华数据科学学院举行2021级新生见面会,../info/1003/60251.htm,特拉华数据科学学院举行2021级新生见面会,2021.09.30
我为群众办实事：学校开展消费帮扶 全力助推脱贫县乡村振兴,../info/1003/60231.htm,我为群众办实事：学校开展消费帮扶 全力助推脱贫县乡村振兴,2021.09.30
赵德武书记、卓志校长为李运宽老教授庆祝百年寿诞,../info/1003/60241.htm,赵德武书记、卓志校长为李运宽老教授庆祝百年寿诞,2021.09.30
西南财经大学庆祝中华人民共和国成立72周年暨学生表彰大会隆重召开,../info/1003/60221.htm,西南财经大学庆祝中华人民共和国成立72周年暨学生表彰大会隆重召开,2021.09.29
校领导率队赴金川县开展帮扶工作,../info/1003/60211.htm,校领导率队赴金川县开展帮扶工作,2021.09.27
我校教师施泓宇在第十四届全运会中斩获一金一银,../info/1003/60201.htm,我校教师施泓宇在第十四届全运会中斩获一金一银,2021.09.26
“扬清廉之风 守金融安全”《清廉金融》教材发布会暨“清廉蜀风”论坛在我校举行,../info/1003/60191.htm,“扬清廉之风 守金融安全”《清廉金融》教材发布会暨“清廉蜀风”论坛...,2021.09.25
四川省人民检察院党组书记、检察长冯键来我校做 “新时代检察机关法律监督工作的认识和体会”专题讲学,../info/1003/60181.htm,四川省人民检察院党组书记、检察长冯键来我校做 “新时代检察机关法律...,2021.09.24
学校召开二级党组织书记工作会 安排部署新学期工作,../info/1003/60171.htm,学校召开二级党组织书记工作会 安排部署新学期工作,2021.09.22
学校举办基层党支部书记专题培训,../info/1003/60161.htm,学校举办基层党支部书记专题培训,2021.09.19
新学期学院（中心）分管科研工作负责人会议召开,../info/1003/60151.htm,新学期学院（中心）分管科研工作负责人会议召开,2021.09.18
学校召开巡视整改工作中期推进会,../info/1003/60141.htm,学校召开巡视整改工作中期推进会,2021.09.18
学校举行统一战线2021年“贺中秋·庆国庆”茶话会,../info/1003/60131.htm,学校举行统一战线2021年“贺中秋·庆国庆”茶话会,2021.09.18
永远跟党走 奋进新时代——我校学子积极参与暑期“三下乡”社会实践,../info/1003/60111.htm,永远跟党走 奋进新时代——我校学子积极参与暑期“三下乡”社会实践,2021.09.16
省委教育工委书记李建勤一行来我校调研,../info/1003/60121.htm,省委教育工委书记李建勤一行来我校调研,2021.09.16
党委常委会传达学习习近平总书记给全国高校黄大年式教师团队代表的重要回信精神,../info/1003/60101.htm,党委常委会传达学习习近平总书记给全国高校黄大年式教师团队代表的重...,2021.09.15
学校隆重举行2021级新生开学典礼,../info/1003/60771.htm,学校隆重举行2021级新生开学典礼,2021.09.13
学校召开党委理论学习中心组学习（扩大）会议  深入学习贯彻习近平总书记关于西部发展的重要指示精神  主动融入成渝地区双城经济圈建设,../info/1003/60761.htm,学校召开党委理论学习中心组学习（扩大）会议  深入学习贯彻习近平总...,2021.09.12
学校开展教师节走访慰问活动,../info/1003/60751.htm,学校开展教师节走访慰问活动,2021.09.12
学校隆重举行庆祝第37个教师节暨表彰大会,../info/1003/60731.htm,学校隆重举行庆祝第37个教师节暨表彰大会,2021.09.11
校领导前往幼儿园亲切慰问一线幼儿教师,../info/1003/60741.htm,校领导前往幼儿园亲切慰问一线幼儿教师,2021.09.11
学校领导深入新生报到一线督查疫情防控工作,../info/1003/60721.htm,学校领导深入新生报到一线督查疫情防控工作,2021.09.10
学校组织参加全省校园疫情防控和安全工作视频会议,../info/1003/60051.htm,学校组织参加全省校园疫情防控和安全工作视频会议,2021.11.18
西南财大出版社《新中国财政税收制度变迁》入选“2021年四川好书”,../info/1003/60041.htm,西南财大出版社《新中国财政税收制度变迁》入选“2021年四川好书”,2021.11.17
我校与德国安联保险集团召开视频会议,../info/1003/60031.htm,我校与德国安联保险集团召开视频会议,2021.11.17
我校新增马克思主义理论、数学2个博士学位授权一级学科,../info/1003/60001.htm,我校新增马克思主义理论、数学2个博士学位授权一级学科,2021.11.17
学校召开深入学习贯彻党的十九届六中全会精神专家学者座谈会,../info/1003/60021.htm,学校召开深入学习贯彻党的十九届六中全会精神专家学者座谈会,2021.11.17
校领导带队检查实验室安全管理工作,../info/1003/60011.htm,校领导带队检查实验室安全管理工作,2021.11.17
学校召开院级党组织书记工作会,../info/1003/59991.htm,学校召开院级党组织书记工作会,2021.11.16
学校召开党委常委会暨党委理论学习中心组学习（扩大）会 深入学习党的十九届六中全会精神 研究学校贯彻落实意见,../info/1003/59981.htm,学校召开党委常委会暨党委理论学习中心组学习（扩大）会 深入学习党的...,2021.11.15
学校召开拓展深化巡视整改工作部署会,../info/1003/59971.htm,学校召开拓展深化巡视整改工作部署会,2021.11.15
学校举行国旗班年度总结表彰会,../info/1003/59961.htm,学校举行国旗班年度总结表彰会,2021.11.12
教育部召开师德专题教育总结交流暨师德师风建设重点工作落实推进会 我校设分会场,../info/1003/59951.htm,教育部召开师德专题教育总结交流暨师德师风建设重点工作落实推进会 我...,2021.11.12
我校杨继瑞教授参加第四届虹桥国际经济论坛消费分论坛嘉宾访谈,../info/1003/59941.htm,我校杨继瑞教授参加第四届虹桥国际经济论坛消费分论坛嘉宾访谈,2021.11.11
学校召开疫情防控工作领导小组会议  研究部署进一步做好学校疫情防控有关工作,../info/1003/59921.htm,学校召开疫情防控工作领导小组会议  研究部署进一步做好学校疫情防控...,2021.11.10
学校召开巡视整改工作情况通报会,../info/1003/59931.htm,学校召开巡视整改工作情况通报会,2021.11.10
校领导率队赴金川县开展帮扶工作,../info/1003/59911.htm,校领导率队赴金川县开展帮扶工作,2021.11.09
第二届新时代中国特色社会主义政治经济学论坛（2021）顺利举行,../info/1003/59901.htm,第二届新时代中国特色社会主义政治经济学论坛（2021）顺利举行,2021.11.08
强化政治担当 从严从速从紧落实疫情防控要求——学校党委进一步安排部署疫情防控工作,../info/1003/59891.htm,强化政治担当 从严从速从紧落实疫情防控要求——学校党委进一步安排部...,2021.11.05
“线下暂停，云端相见”--我校举办2022届毕业生大型“空中双选会”,../info/1003/59871.htm,“线下暂停，云端相见”--我校举办2022届毕业生大型“空中双选会”,2021.11.05
推进共同富裕专家研讨会在北京召开,../info/1003/59881.htm,推进共同富裕专家研讨会在北京召开,2021.11.05
我校获批全国粮食安全宣传教育基地,../info/1003/59861.htm,我校获批全国粮食安全宣传教育基地,2021.11.04
践行初心使命，勇担时代责任——学校教师深入开展“知行天下”社会实践活动,../info/1003/59851.htm,践行初心使命，勇担时代责任——学校教师深入开展“知行天下”社会实...,2021.11.03
学校召开光华校区学生代表座谈会,../info/1003/59841.htm,学校召开光华校区学生代表座谈会,2021.11.02
首届大数据会计论坛（2021）在成都举行,../info/1003/59831.htm,首届大数据会计论坛（2021）在成都举行,2021.10.28
我校教师获2021年度教育部高校思政课教师研究专项重大攻关立项,../info/1003/59821.htm,我校教师获2021年度教育部高校思政课教师研究专项重大攻关立项,2021.10.28
我校与青羊区联合举办“环财大财经智谷”项目推介会,../info/1003/59801.htm,我校与青羊区联合举办“环财大财经智谷”项目推介会,2021.10.27
我校国有资产经营公司获2019-2020年度四川省高校产业协会先进集体和个人表彰,../info/1003/59811.htm,我校国有资产经营公司获2019-2020年度四川省高校产业协会先进集体和个...,2021.10.27
第七届全国马克思主义伦理学论坛在我校举行,../info/1003/59781.htm,第七届全国马克思主义伦理学论坛在我校举行,2021.10.26
中国以色列数字金融创新中心成立,../info/1003/59791.htm,中国以色列数字金融创新中心成立,2021.10.26
西南财经大学第七届教职工代表大会2021年专题会议召开,../info/1003/59771.htm,西南财经大学第七届教职工代表大会2021年专题会议召开,2021.10.25
学校召开课程思政建设工作现场推进会,../info/1003/59751.htm,学校召开课程思政建设工作现场推进会,2021.10.22
学校举行党委理论学习中心组学习（扩大）会 专题学习习近平总书记关于金融经济工作的重要论述,../info/1003/59761.htm,学校举行党委理论学习中心组学习（扩大）会 专题学习习近平总书记关于...,2021.10.22
我校吴忠观教授荣获第九届中华人口奖“荣誉奖”,../info/1003/60421.htm,我校吴忠观教授荣获第九届中华人口奖“荣誉奖”,2021.10.19
校领导率队赴福贡县开展帮扶工作,../info/1003/60411.htm,校领导率队赴福贡县开展帮扶工作,2021.10.19
广西地方金融监督管理局组团到我校招聘,../info/1003/60401.htm,广西地方金融监督管理局组团到我校招聘,2021.10.18
学习“七一”重要讲话  赓续百年红色血脉 勇做时代新人 ——党委书记赵德武为学生骨干培训班讲授专题思政课,../info/1003/60381.htm,学习“七一”重要讲话  赓续百年红色血脉 勇做时代新人 ——党委书记...,2021.10.16
西南财经大学工商管理学科群成功通过EQUIS再认证,../info/1003/59741.htm,西南财经大学工商管理学科群成功通过EQUIS再认证,2021.12.27
我校学生袁秋荣获第十六届“大学生年度人物”入围奖,../info/1003/59691.htm,我校学生袁秋荣获第十六届“大学生年度人物”入围奖,2021.12.23
学校召开疫情防控专题培训会,../info/1003/59681.htm,学校召开疫情防控专题培训会,2021.12.22
全国粮食安全宣传教育基地授牌仪式暨成渝地区双城经济圈粮食安全保障学术研讨会在我校召开,../info/1003/59671.htm,全国粮食安全宣传教育基地授牌仪式暨成渝地区双城经济圈粮食安全保障...,2021.12.20
山东财经大学校长赵忠秀一行到访  与我校续签战略合作协议,../info/1003/59661.htm,山东财经大学校长赵忠秀一行到访  与我校续签战略合作协议,2021.12.17
2021年研究生学术节圆满闭幕,../info/1003/59651.htm,2021年研究生学术节圆满闭幕,2021.12.15
我校与毕马威中国举行战略合作协议签约仪式,../info/1003/59641.htm,我校与毕马威中国举行战略合作协议签约仪式,2021.12.15
我校与四川银保监局签署全面战略合作协议,../info/1003/59631.htm,我校与四川银保监局签署全面战略合作协议,2021.12.13
共青团西南财经大学第十七次代表大会召开,../info/1003/59621.htm,共青团西南财经大学第十七次代表大会召开,2021.12.11
学校组织参加2022届全省高校毕业生就业创业工作网络视频会,../info/1003/59611.htm,学校组织参加2022届全省高校毕业生就业创业工作网络视频会,2021.12.11
有声有色有滋味，学校劳动教育硕果累累,../info/1003/59601.htm,有声有色有滋味，学校劳动教育硕果累累,2021.12.10
我校与四川省税务局签署西财税收实践教育基地合作共建协议,../info/1003/59591.htm,我校与四川省税务局签署西财税收实践教育基地合作共建协议,2021.12.10
我校获批2020—2022年教育部高校思想政治理论课建设项目立项,../info/1003/59581.htm,我校获批2020—2022年教育部高校思想政治理论课建设项目立项,2021.12.09
青春志愿，与爱同行——我校志愿服务品牌项目获团中央表彰,../info/1003/59571.htm,青春志愿，与爱同行——我校志愿服务品牌项目获团中央表彰,2021.12.07
成都片区高校“对标竞进 争创一流”活动推进会在我校召开,../info/1003/59561.htm,成都片区高校“对标竞进 争创一流”活动推进会在我校召开,2021.12.07
挺身而出三冬暖，弘扬正气励人心,../info/1003/59551.htm,挺身而出三冬暖，弘扬正气励人心,2021.12.06
我校辅导员在四川省第八届高校辅导员素质能力大赛中荣获佳绩,../info/1003/59541.htm,我校辅导员在四川省第八届高校辅导员素质能力大赛中荣获佳绩,2021.12.03
阿坝州金川县委书记朱锐一行到我校对接定点帮扶工作,../info/1003/59531.htm,阿坝州金川县委书记朱锐一行到我校对接定点帮扶工作,2021.12.02
消费经济学会2021年会暨第二十四次全国消费经济理论与实践研讨会举行,../info/1003/59521.htm,消费经济学会2021年会暨第二十四次全国消费经济理论与实践研讨会举行,2021.12.02
学校组织参加全国高校学生心理健康教育工作视频推进会,../info/1003/59511.htm,学校组织参加全国高校学生心理健康教育工作视频推进会,2021.12.01
学校组织全校教师参加高校教师课程思政教学能力培训,../info/1003/59501.htm,学校组织全校教师参加高校教师课程思政教学能力培训,2021.12.01
赓续百年初心，担当育人使命——学校深入开展2021年师德专题教育活动,../info/1003/59481.htm,赓续百年初心，担当育人使命——学校深入开展2021年师德专题教育活动,2021.11.30
我校顺利完成温江区第十九届、青羊区第八届人大代表选举投票工作,../info/1003/59491.htm,我校顺利完成温江区第十九届、青羊区第八届人大代表选举投票工作,2021.11.30
四川省高校学生信息咨询与就业指导中心领导一行到校调研指导就业创业工作,../info/1003/59471.htm,四川省高校学生信息咨询与就业指导中心领导一行到校调研指导就业创业工作,2021.11.29
全国教育系统疫情防控视频培训会议召开 我校设分会场,../info/1003/59461.htm,全国教育系统疫情防控视频培训会议召开 我校设分会场,2021.11.26
学校组织参加2022届全国普通高校毕业生就业创业工作网络视频会议,../info/1003/59421.htm,学校组织参加2022届全国普通高校毕业生就业创业工作网络视频会议,2021.11.24
校领导到出版社调研指导工作,../info/1003/59441.htm,校领导到出版社调研指导工作,2021.11.24
学校组织参加四川省高校网络理政平台启动视频会议,../info/1003/59451.htm,学校组织参加四川省高校网络理政平台启动视频会议,2021.11.24
学校开展2021年爱国卫生运动“校园环境大扫除”活动,../info/1003/59431.htm,学校开展2021年爱国卫生运动“校园环境大扫除”活动,2021.11.24
2021全国电子商务数字教育发展研讨会举办,../info/1003/59401.htm,2021全国电子商务数字教育发展研讨会举办,2021.11.22
学校召开学习贯彻党的十九届六中全会精神青年师生座谈会,../info/1003/59411.htm,学校召开学习贯彻党的十九届六中全会精神青年师生座谈会,2021.11.22
学校第十三届党委第五轮校内巡察动员部署会召开,../info/1003/60081.htm,学校第十三届党委第五轮校内巡察动员部署会召开,2021.11.19
学校召开深入学习贯彻党的十九届六中全会精神青年教师代表座谈会,../info/1003/60091.htm,学校召开深入学习贯彻党的十九届六中全会精神青年教师代表座谈会,2021.11.19
中拉智库合作论坛在北京召开,../info/1003/60071.htm,中拉智库合作论坛在北京召开,2021.11.18
学校召开党的十九届六中全会精神“三进”集体备课会,../info/1003/60061.htm,学校召开党的十九届六中全会精神“三进”集体备课会,2021.11.18
学校举行2022年留校学生新春团拜会,../info/1003/59331.htm,学校举行2022年留校学生新春团拜会,2022.01.31
学校开展春节走访慰问活动,../info/1003/59321.htm,学校开展春节走访慰问活动,2022.01.29
教育部召开2022年第1次全国教育系统疫情防控工作视频调度会议 我校设分会场,../info/1003/59311.htm,教育部召开2022年第1次全国教育系统疫情防控工作视频调度会议 我校设...,2022.01.28
我校发布国内首份成渝地区双城经济圈“消费者信心指数”和“民生满意度指数”报告,../info/1003/59301.htm,我校发布国内首份成渝地区双城经济圈“消费者信心指数”和“民生满意...,2022.01.25
学校开展2022年新冠肺炎本土疫情防控应急处置演练,../info/1003/59291.htm,学校开展2022年新冠肺炎本土疫情防控应急处置演练,2022.01.22
我校与四川金融控股集团签署战略合作协议,../info/1003/59271.htm,我校与四川金融控股集团签署战略合作协议,2022.01.19
西南财经大学2021年度十大新闻,../info/1003/59281.htm,西南财经大学2021年度十大新闻,2022.01.19
教育部网站报道我校师德师风建设工作,../info/1003/59261.htm,教育部网站报道我校师德师风建设工作,2022.01.17
2021年度学校述职述廉述党建评议考核会举行,../info/1003/59221.htm,2021年度学校述职述廉述党建评议考核会举行,2022.01.14
2021年川渝地区通识教育联盟常务理事会议及联盟大会召开,../info/1003/59241.htm,2021年川渝地区通识教育联盟常务理事会议及联盟大会召开,2022.01.14
西南财经大学召开党史学习教育总结会议,../info/1003/59251.htm,西南财经大学召开党史学习教育总结会议,2022.01.14
我校教职工获评第二届四川省“学校后勤孺子牛”,../info/1003/59231.htm,我校教职工获评第二届四川省“学校后勤孺子牛”,2022.01.14
我校教师荣获“全国数学建模优秀指导教师”称号,../info/1003/59211.htm,我校教师荣获“全国数学建模优秀指导教师”称号,2022.01.10
我校教代会代表提案荣获四川省优秀职工代表提案,../info/1003/59201.htm,我校教代会代表提案荣获四川省优秀职工代表提案,2022.01.09
教育部召开党史学习教育总结视频会议  我校设分会场,../info/1003/59191.htm,教育部召开党史学习教育总结视频会议  我校设分会场,2022.01.08
​西南财大出版社策划图书入选“十四五”国家重点出版物出版规划,../info/1003/59181.htm,​西南财大出版社策划图书入选“十四五”国家重点出版物出版规划,2022.01.07
党委常委会传达学习习近平总书记对党史学习教育作出的重要指示精神和党史学习教育总结会议精神,../info/1003/59171.htm,党委常委会传达学习习近平总书记对党史学习教育作出的重要指示精神和...,2022.01.02
党委常委会专题学习习近平总书记在中央政治局党史学习教育专题民主生活会上的重要讲话精神,../info/1003/59161.htm,党委常委会专题学习习近平总书记在中央政治局党史学习教育专题民主生...,2022.01.02
学校举行2022年元旦升国旗仪式,../info/1003/59151.htm,学校举行2022年元旦升国旗仪式,2022.01.01
第四届中国金融安全论坛暨第六届中国国际金融30人论坛在京召开,../info/1003/59131.htm,第四届中国金融安全论坛暨第六届中国国际金融30人论坛在京召开,2021.12.31
奋力谱写新时代新征程高质量发展新篇章 ——西南财经大学2022年新年贺词,../info/1003/59141.htm,奋力谱写新时代新征程高质量发展新篇章 ——西南财经大学2022年新年贺...,2021.12.31
我校后勤饮食代表队在“首届四川省学校食堂职工烹饪技能大赛”中荣获“白案团体一等奖”等5项大奖,../info/1003/59121.htm,我校后勤饮食代表队在“首届四川省学校食堂职工烹饪技能大赛”中荣获...,2021.12.31
学校领导深入食堂一线检查指导食品安全工作并慰问员工,../info/1003/59111.htm,学校领导深入食堂一线检查指导食品安全工作并慰问员工,2021.12.30
四川省旅游管理类专业高质量发展研讨会暨四川省旅游管理类专业教学指导委员会第一次全体会议召开,../info/1003/59101.htm,四川省旅游管理类专业高质量发展研讨会暨四川省旅游管理类专业教学指...,2021.12.30
学校组织参加教育部关工委第六次工作会议暨成立30周年纪念大会视频会,../info/1003/59071.htm,学校组织参加教育部关工委第六次工作会议暨成立30周年纪念大会视频会,2021.12.29
教育部教材局副局长陈矛一行来我校调研指导,../info/1003/59091.htm,教育部教材局副局长陈矛一行来我校调研指导,2021.12.29
学校关工委举行2021年表彰会,../info/1003/59081.htm,学校关工委举行2021年表彰会,2021.12.29
中国共产党西南财经大学第十三届代表大会第四次会议举行,../info/1003/59391.htm,中国共产党西南财经大学第十三届代表大会第四次会议举行,2021.12.29
中国共产党西南财经大学第十三届代表大会第四次会议举行,../info/1003/110271.htm,中国共产党西南财经大学第十三届代表大会第四次会议举行,2021.12.29
西南财经大学系列教学竞赛决赛圆满落幕,../info/1003/59061.htm,西南财经大学系列教学竞赛决赛圆满落幕,2021.12.28
脱贫攻坚与乡村振兴有效衔接指数发布会暨西部乡村振兴发展论坛在蓉召开,../info/1003/59051.htm,脱贫攻坚与乡村振兴有效衔接指数发布会暨西部乡村振兴发展论坛在蓉召开,2021.12.28
我校学子喜获教育部“拔尖计划2.0”荣誉奖项,../info/1003/59721.htm,我校学子喜获教育部“拔尖计划2.0”荣誉奖项,2021.12.27
2021年四川省金融教指委工作研讨会在我校举行,../info/1003/59731.htm,2021年四川省金融教指委工作研讨会在我校举行,2021.12.27
我校学子在2021年“外研社·国才杯”大学生英语挑战赛中荣获佳绩,../info/1003/59701.htm,我校学子在2021年“外研社·国才杯”大学生英语挑战赛中荣获佳绩,2021.12.27
2022年全国硕士研究生招生考试圆满结束,../info/1003/59711.htm,2022年全国硕士研究生招生考试圆满结束,2021.12.27
学校召开疫情防控工作领导小组会议  对近期疫情防控工作再研究、再部署、再落实,../info/1003/59001.htm,学校召开疫情防控工作领导小组会议  对近期疫情防控工作再研究、再部...,2022.04.06
学校开展2022年度实验室应急疏散演练活动,../info/1003/58981.htm,学校开展2022年度实验室应急疏散演练活动,2022.04.06
特拉华数据科学学院召开联合管理委员会会议,../info/1003/58991.htm,特拉华数据科学学院召开联合管理委员会会议,2022.04.06
学校召开疫情防控专题工作会,../info/1003/58971.htm,学校召开疫情防控专题工作会,2022.04.02
学校65门精品课程首批上线国家高等教育智慧教育平台,../info/1003/58961.htm,学校65门精品课程首批上线国家高等教育智慧教育平台,2022.04.02
学校召开第六届四川省高校青年教师教学竞赛校内启动会,../info/1003/58951.htm,学校召开第六届四川省高校青年教师教学竞赛校内启动会,2022.04.02
