ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000006.SH,20250620,4544.5643,4535.6919,4561.2135,4528.8193,4531.8797,12.6846,0.2799,4866889.0,2650977.3
000006.SH,20250619,4531.8797,4603.8453,4607.3031,4514.018,4608.7713,-76.8916,-1.6684,7140045.0,3537335.4
000006.SH,20250618,4608.7713,4647.1129,4654.4214,4584.4148,4647.6682,-38.8969,-0.8369,6876102.0,3454269.3
000006.SH,20250617,4647.6682,4657.2508,4665.8387,4634.2541,4659.6075,-11.9393,-0.2562,5621113.0,3063597.0
000006.SH,20250616,4659.6075,4611.3527,4665.0628,4607.9573,4602.6011,57.0064,1.2386,7729233.0,4302540.5
000006.SH,20250613,4602.6011,4636.6043,4638.4423,4587.1761,4639.8344,-37.2333,-0.8025,7706531.0,3975952.2
000006.SH,20250612,4639.8344,4646.5036,4656.3586,4614.9155,4648.5339,-8.6995,-0.1871,5569566.0,3055835.2
000006.SH,20250611,4648.5339,4617.7648,4670.1635,4615.0926,4616.6136,31.9203,0.6914,6821766.0,3545097.6
000006.SH,20250610,4616.6136,4598.7323,4649.9799,4591.4952,4590.4769,26.1367,0.5694,8258904.0,4470117.2
000006.SH,20250609,4590.4769,4609.9854,4618.3615,4583.2605,4604.9856,-14.5087,-0.3151,7162951.0,3674400.4
000006.SH,20250606,4604.9856,4604.9485,4630.8538,4596.0213,4606.2898,-1.3042,-0.0283,6065385.0,2972765.1
000006.SH,20250605,4606.2898,4610.6456,4628.6992,4587.5645,4608.5347,-2.2449,-0.0487,6386245.0,3569794.4
000006.SH,20250604,4608.5347,4589.7882,4619.2721,4586.9798,4583.5252,25.0095,0.5456,6250900.0,3505735.7
000006.SH,20250603,4583.5252,4566.3324,4604.5231,4563.132,4584.0514,-0.5262,-0.0115,5632489.0,2971106.5
000006.SH,20250530,4584.0514,4559.8977,4602.8842,4543.5778,4560.2328,23.8186,0.5223,5752727.0,3266457.4
000006.SH,20250529,4560.2328,4540.491,4578.1256,4531.8067,4537.9555,22.2773,0.4909,5089245.0,2905563.8
000006.SH,20250528,4537.9555,4548.0819,4556.1363,4524.4071,4548.072,-10.1165,-0.2224,4117133.0,2360289.2
000006.SH,20250527,4548.072,4561.6919,4572.4752,4536.5698,4562.0307,-13.9587,-0.306,4681487.0,2895446.6
000006.SH,20250526,4562.0307,4564.1019,4585.742,4542.0544,4572.2754,-10.2447,-0.2241,4988872.0,3011306.4
000006.SH,20250523,4572.2754,4627.1417,4642.7259,4572.2754,4631.1285,-58.8531,-1.2708,6029528.0,3353470.4
000006.SH,20250522,4631.1285,4647.0178,4651.377,4618.8816,4650.3427,-19.2142,-0.4132,5232915.0,3487829.3
000006.SH,20250521,4650.3427,4651.2559,4668.3488,4638.8384,4647.7479,2.5948,0.0558,4925900.0,2789831.2
000006.SH,20250520,4647.7479,4636.8504,4655.06,4616.4131,4635.852,11.8959,0.2566,4496736.0,2606487.5
000006.SH,20250519,4635.852,4606.2983,4643.2542,4602.7327,4613.2092,22.6428,0.4908,6163604.0,3101062.4
000006.SH,20250516,4613.2092,4637.0544,4652.5575,4583.6744,4633.2597,-20.0505,-0.4328,4844980.0,2706250.2
000006.SH,20250515,4633.2597,4646.8358,4675.6695,4623.1303,4659.8663,-26.6066,-0.571,5273281.0,2998500.5
000006.SH,20250514,4659.8663,4617.142,4674.1696,4594.4246,4620.9513,38.915,0.8421,5899160.0,3246340.8
000006.SH,20250513,4620.9513,4599.3991,4641.498,4574.0791,4582.2327,38.7186,0.845,6455789.0,3649920.0
000006.SH,20250512,4582.2327,4564.4642,4584.9846,4543.5236,4548.5827,33.65,0.7398,5094440.0,2887873.9
000006.SH,20250509,4548.5827,4612.8549,4617.6108,4541.345,4608.5427,-59.96,-1.3011,5997872.0,3418741.7
000006.SH,20250508,4608.5427,4601.9076,4643.1228,4588.1272,4616.0942,-7.5515,-0.1636,6670577.0,3683471.4
000006.SH,20250507,4616.0942,4655.0812,4676.7218,4598.9349,4569.4211,46.6731,1.0214,8877483.0,5047004.9
000006.SH,20250506,4569.4211,4577.6639,4583.0305,4555.0985,4556.4063,13.0148,0.2856,7212648.0,3990546.0
000006.SH,20250430,4556.4063,4551.7197,4586.2729,4551.7197,4548.5877,7.8186,0.1719,6963718.0,3521283.9
000006.SH,20250429,4548.5877,4546.6181,4579.2822,4532.3234,4533.0914,15.4963,0.3418,6189329.0,3294961.9
000006.SH,20250428,4533.0914,4639.3235,4641.9147,4529.896,4665.2227,-132.1313,-2.8323,9497088.0,5356154.7
000006.SH,20250425,4665.2227,4692.1737,4779.2834,4651.6968,4688.3854,-23.1627,-0.494,10450165.0,6200779.4
000006.SH,20250424,4688.3854,4666.2008,4722.3943,4634.8426,4667.4986,20.8868,0.4475,5815598.0,3414854.9
000006.SH,20250423,4667.4986,4734.0714,4743.3283,4663.3847,4738.3578,-70.8592,-1.4954,6918977.0,4116755.5
000006.SH,20250422,4738.3578,4672.082,4760.0075,4672.082,4676.5388,61.819,1.3219,6994901.0,4395488.2
000006.SH,20250421,4676.5388,4695.5253,4713.6117,4663.6455,4710.9386,-34.3998,-0.7302,6099053.0,3467311.7
000006.SH,20250418,4710.9386,4673.0322,4721.7824,4655.9267,4691.6036,19.335,0.4121,7202846.0,4192810.4
000006.SH,20250417,4691.6036,4569.1122,4732.8456,4559.2137,4594.5525,97.0511,2.1123,10524084.0,6749260.6
000006.SH,20250416,4594.5525,4534.5382,4594.5525,4505.2201,4533.313,61.2395,1.3509,7597225.0,4496210.7
000006.SH,20250415,4533.313,4530.1633,4534.1775,4494.9457,4529.3366,3.9764,0.0878,4326276.0,2470729.0
000006.SH,20250414,4529.3366,4541.4358,4554.4401,4513.0864,4547.1763,-17.8397,-0.3923,4879891.0,2830029.5
000006.SH,20250411,4547.1763,4576.3902,4576.3902,4516.2278,4597.6218,-50.4455,-1.0972,6185423.0,3729699.4
000006.SH,20250410,4597.6218,4565.2598,4607.0077,4494.1177,4562.6588,34.963,0.7663,9021528.0,5372075.5
000006.SH,20250409,4562.6588,4399.9493,4562.6588,4349.6809,4429.4434,133.2154,3.0075,11924127.0,7063471.9
000006.SH,20250408,4429.4434,4233.34,4431.3789,4233.34,4227.2789,202.1645,4.7824,11996050.0,6865815.4
000006.SH,20250407,4227.2789,4398.1294,4398.3412,4159.6106,4523.2863,-296.0074,-6.5441,12256583.0,6670463.8
000006.SH,20250403,4523.2863,4455.6855,4561.4401,4455.6855,4483.3852,39.9011,0.89,7042405.0,4110249.4
000006.SH,20250402,4483.3852,4465.5746,4489.4879,4456.3753,4475.5811,7.8041,0.1744,4574352.0,2602442.8
000006.SH,20250401,4475.5811,4469.9198,4492.0464,4453.4567,4462.5685,13.0126,0.2916,5784277.0,3324491.3
000006.SH,20250331,4462.5685,4540.5907,4548.7044,4455.9462,4565.0611,-102.4926,-2.2452,6715695.0,3731485.0
000006.SH,20250328,4565.0611,4587.0155,4592.2695,4539.2252,4585.397,-20.3359,-0.4435,4399744.0,2483609.9
000006.SH,20250327,4585.397,4599.8837,4609.9354,4564.6185,4602.754,-17.357,-0.3771,4219585.0,2374876.3
000006.SH,20250326,4602.754,4606.5804,4645.0307,4598.1937,4609.2007,-6.4467,-0.1399,5866577.0,3211900.2
000006.SH,20250325,4609.2007,4576.2687,4622.1835,4559.6653,4572.2557,36.945,0.808,5270427.0,3076324.4
000006.SH,20250324,4572.2557,4609.5584,4615.1637,4545.2505,4607.8816,-35.6259,-0.7732,5794968.0,3140696.2
000006.SH,20250321,4607.8816,4637.0408,4666.893,4590.7315,4642.2846,-34.403,-0.7411,6251913.0,3907174.4
000006.SH,20250320,4642.2846,4650.5493,4672.032,4634.9362,4649.5632,-7.2786,-0.1565,5088585.0,3473968.3
000006.SH,20250319,4649.5632,4665.9684,4672.6522,4633.5089,4672.354,-22.7908,-0.4878,4654839.0,2891358.7
000006.SH,20250318,4672.354,4704.8388,4707.212,4659.4906,4693.8074,-21.4534,-0.4571,5402801.0,3296387.6
000006.SH,20250317,4693.8074,4663.9646,4719.1554,4662.6555,4655.6145,38.1929,0.8204,7675223.0,4514609.5
000006.SH,20250314,4655.6145,4549.9907,4656.1887,4549.9907,4546.2913,109.3232,2.4047,10556587.0,6348267.8
000006.SH,20250313,4546.2913,4564.7414,4577.5554,4523.3157,4569.6614,-23.3701,-0.5114,5636397.0,3421405.1
000006.SH,20250312,4569.6614,4585.8736,4592.9412,4554.5601,4594.0318,-24.3704,-0.5305,6088224.0,3826648.8
000006.SH,20250311,4594.0318,4574.4068,4594.0318,4550.0762,4603.0619,-9.0301,-0.1962,6663044.0,4576250.6
000006.SH,20250310,4603.0619,4633.5691,4649.8472,4588.9444,4619.332,-16.2701,-0.3522,6388971.0,4051766.1
000006.SH,20250307,4619.332,4643.4979,4645.5015,4603.0043,4668.2016,-48.8696,-1.0469,6531546.0,3844003.7
000006.SH,20250306,4668.2016,4607.0987,4672.8091,4587.4992,4590.8503,77.3513,1.6849,8475114.0,5111102.0
000006.SH,20250305,4590.8503,4632.7868,4638.2728,4556.6547,4632.9481,-42.0978,-0.9087,7685819.0,4256361.7
000006.SH,20250304,4632.9481,4638.6331,4646.9435,4589.2897,4652.9225,-19.9744,-0.4293,6990432.0,3844966.0
000006.SH,20250303,4652.9225,4657.0609,4735.6598,4637.3915,4634.8179,18.1046,0.3906,9231973.0,5141875.3
000006.SH,20250228,4634.8179,4682.8046,4713.0343,4632.6034,4685.6931,-50.8752,-1.0858,9983137.0,5626204.9
000006.SH,20250227,4685.6931,4679.203,4710.8021,4661.741,4675.8489,9.8442,0.2105,9707093.0,5759333.1
000006.SH,20250226,4675.8489,4604.1626,4708.8651,4604.1626,4589.6945,86.1544,1.8771,11720239.0,6757222.9
000006.SH,20250225,4589.6945,4614.042,4656.2913,4580.5226,4634.2443,-44.5498,-0.9613,9920575.0,5186931.2
000006.SH,20250224,4634.2443,4537.7706,4651.2938,4528.6807,4535.0043,99.24,2.1883,12653496.0,6919377.6
000006.SH,20250221,4535.0043,4569.0644,4587.8905,4525.0202,4566.6536,-31.6493,-0.6931,9668899.0,5107114.5
000006.SH,20250220,4566.6536,4602.574,4603.2936,4534.6644,4610.1024,-43.4488,-0.9425,8190857.0,4488157.6
000006.SH,20250219,4610.1024,4576.8807,4623.2407,4575.1846,4584.7754,25.327,0.5524,6554325.0,3676926.1
000006.SH,20250218,4584.7754,4636.3725,4642.8464,4570.8708,4635.8763,-51.1009,-1.1023,7218423.0,4109870.3
000006.SH,20250217,4635.8763,4642.3792,4664.6987,4607.1708,4636.6346,-0.7583,-0.0164,7835684.0,4402715.2
000006.SH,20250214,4636.6346,4654.0207,4674.4066,4595.7254,4661.7967,-25.1621,-0.5398,6672118.0,3753529.1
000006.SH,20250213,4661.7967,4607.9123,4708.822,4597.6467,4630.1219,31.6748,0.6841,11397699.0,6643264.5
000006.SH,20250212,4630.1219,4556.722,4632.0821,4511.55,4552.72,77.4019,1.7001,8237632.0,4751088.1
000006.SH,20250211,4552.72,4626.3701,4633.1055,4544.8602,4615.3215,-62.6015,-1.3564,6012490.0,3430241.3
000006.SH,20250210,4615.3215,4584.2447,4637.4534,4584.2447,4598.9879,16.3336,0.3552,6352418.0,3567370.0
000006.SH,20250207,4598.9879,4537.6833,4631.7218,4523.9352,4545.5998,53.3881,1.1745,9170645.0,5212903.7
000006.SH,20250206,4545.5998,4518.8375,4560.8666,4485.1436,4520.2194,25.3804,0.5615,6327544.0,3422451.7
000006.SH,20250205,4520.2194,4602.9088,4603.4868,4499.636,4583.9209,-63.7015,-1.3897,5914446.0,3348034.4
000006.SH,20250127,4583.9209,4591.3495,4643.6639,4579.5457,4578.0607,5.8602,0.128,5840300.0,3256260.2
000006.SH,20250124,4578.0607,4570.2227,4605.2992,4550.0186,4567.3536,10.7071,0.2344,5429070.0,3055429.1
000006.SH,20250123,4567.3536,4544.5598,4646.4312,4544.5598,4508.9813,58.3723,1.2946,7999196.0,4620155.4
000006.SH,20250122,4508.9813,4599.7336,4607.4316,4498.4445,4631.2735,-122.2922,-2.6406,7108347.0,4102196.1
000006.SH,20250121,4631.2735,4630.4243,4727.3655,4597.0452,4619.1952,12.0783,0.2615,9753059.0,5634594.5
000006.SH,20250120,4619.1952,4648.4306,4666.297,4593.3511,4635.4774,-16.2822,-0.3513,7189114.0,3860922.4
000006.SH,20250117,4635.4774,4589.8277,4670.6921,4569.9776,4615.8141,19.6633,0.426,7271222.0,4149698.4
000006.SH,20250116,4615.8141,4631.7445,4698.5921,4585.5839,4626.9544,-11.1403,-0.2408,6280293.0,3538545.1
000006.SH,20250115,4626.9544,4607.8205,4643.5335,4581.5455,4616.9332,10.0212,0.2171,5702353.0,3133494.9
000006.SH,20250114,4616.9332,4529.7038,4631.3374,4529.7038,4530.3478,86.5854,1.9112,6562762.0,3662228.3
000006.SH,20250113,4530.3478,4467.8738,4530.3478,4435.4709,4496.8022,33.5456,0.746,5438265.0,2958788.6
000006.SH,20250110,4496.8022,4593.7909,4622.919,4496.8022,4594.3984,-97.5962,-2.1242,5690721.0,2981422.5
000006.SH,20250109,4594.3984,4620.2558,4621.5673,4576.2231,4630.1447,-35.7463,-0.772,5198824.0,2732769.1
000006.SH,20250108,4630.1447,4660.3942,4670.4402,4561.0074,4672.7184,-42.5737,-0.9111,6884079.0,3728594.2
000006.SH,20250107,4672.7184,4657.6702,4674.5423,4614.8103,4658.7379,13.9805,0.3001,6664209.0,3554189.7
000006.SH,20250106,4658.7379,4684.7858,4686.2412,4598.3474,4677.0598,-18.3219,-0.3917,7385678.0,4003686.6
000006.SH,20250103,4677.0598,4755.7911,4777.7216,4667.5638,4749.9543,-72.8945,-1.5346,9311501.0,4616970.8
000006.SH,20250102,4749.9543,4860.491,4901.0528,4720.3755,4855.5185,-105.5642,-2.1741,8792498.0,5074592.8
000006.SH,20241231,4855.5185,4932.8153,4958.19,4855.5185,4936.9256,-81.4071,-1.6489,6571277.0,4006414.6
000006.SH,20241230,4936.9256,4938.401,4962.06,4904.2679,4955.8128,-18.8872,-0.3811,6429514.0,3852950.7
000006.SH,20241227,4955.8128,4930.0414,4971.4872,4919.9331,4928.0648,27.748,0.5631,6153944.0,3557184.3
000006.SH,20241226,4928.0648,4952.5171,4962.9535,4910.198,4962.5314,-34.4666,-0.6945,4895024.0,3032249.2
000006.SH,20241225,4962.5314,4969.3589,4977.736,4920.8827,4968.9801,-6.4487,-0.1298,6406092.0,3849381.9
000006.SH,20241224,4968.9801,4939.6942,4978.6556,4936.0974,4936.8669,32.1132,0.6505,6239675.0,3654742.9
000006.SH,20241223,4936.8669,4961.5892,4990.8768,4929.5641,4961.3938,-24.5269,-0.4944,8469361.0,4773693.7
000006.SH,20241220,4961.3938,4983.28,5001.4184,4947.1315,4994.3936,-32.9998,-0.6607,6129131.0,3740134.6
000006.SH,20241219,4994.3936,4971.368,5001.3684,4939.0419,5016.0576,-21.664,-0.4319,7137019.0,4021862.0
000006.SH,20241218,5016.0576,5040.447,5080.0579,5007.1538,5000.733,15.3246,0.3064,7672482.0,4398405.8
000006.SH,20241217,5000.733,5059.1044,5063.0732,4990.3196,5057.7963,-57.0633,-1.1282,10472465.0,5311124.5
000006.SH,20241216,5057.7963,5150.4364,5163.942,5041.2983,5137.3954,-79.5991,-1.5494,12689969.0,7043746.5
000006.SH,20241213,5137.3954,5287.7463,5287.7463,5135.0139,5320.7312,-183.3358,-3.4457,16383329.0,9534126.7
000006.SH,20241212,5320.7312,5268.744,5327.2148,5229.5848,5275.7396,44.9916,0.8528,14691543.0,7906775.9
000006.SH,20241211,5275.7396,5200.6092,5314.1761,5199.0125,5206.4838,69.2558,1.3302,12787731.0,6710190.5
000006.SH,20241210,5206.4838,5395.5752,5395.5752,5203.6432,5166.6605,39.8233,0.7708,14630229.0,8965513.6
000006.SH,20241209,5166.6605,5227.6635,5241.8445,5145.6852,5229.2293,-62.5688,-1.1965,11608317.0,6455865.4
000006.SH,20241206,5229.2293,5180.637,5270.1683,5173.4689,5181.0455,48.1838,0.93,10028303.0,5365508.6
000006.SH,20241205,5181.0455,5186.5832,5199.196,5152.9236,5202.2769,-21.2314,-0.4081,6480001.0,3894398.1
000006.SH,20241204,5202.2769,5268.3258,5270.6908,5188.9607,5276.1479,-73.871,-1.4001,7127104.0,4298026.9
000006.SH,20241203,5276.1479,5227.6238,5298.031,5206.3743,5238.1325,38.0154,0.7257,9653824.0,5867144.1
000006.SH,20241202,5238.1325,5175.372,5248.8956,5157.6706,5201.0002,37.1323,0.7139,9731877.0,6283210.3
000006.SH,20241129,5201.0002,5142.6909,5255.7622,5141.6943,5164.4482,36.552,0.7078,9660146.0,6878925.1
000006.SH,20241128,5164.4482,5146.6166,5203.9077,5135.5135,5149.634,14.8142,0.2877,7717694.0,4560316.4
000006.SH,20241127,5149.634,5073.9451,5153.9079,5023.5833,5084.4644,65.1696,1.2817,7650637.0,5410208.4
000006.SH,20241126,5084.4644,5035.4511,5109.6509,5026.0404,5049.3663,35.0981,0.6951,6732148.0,4359957.8
000006.SH,20241125,5049.3663,5090.7983,5111.7039,5002.2665,5069.346,-19.9797,-0.3941,7843362.0,4783978.3
000006.SH,20241122,5069.346,5197.4099,5223.6642,5069.346,5207.8072,-138.4612,-2.6587,9633352.0,5946846.0
000006.SH,20241121,5207.8072,5220.3082,5249.5194,5175.1003,5236.9093,-29.1021,-0.5557,7000294.0,4436512.5
000006.SH,20241120,5236.9093,5216.5752,5245.491,5185.7007,5235.1874,1.7219,0.0329,8394251.0,5109033.9
000006.SH,20241119,5235.1874,5271.7782,5275.1254,5155.6689,5285.142,-49.9546,-0.9452,13132107.0,7752413.0
000006.SH,20241118,5285.142,5241.9471,5416.2821,5241.9471,5163.7243,121.4177,2.3514,15396133.0,9566012.9
000006.SH,20241115,5163.7243,5249.8339,5280.1475,5163.3334,5265.5051,-101.7808,-1.933,9439612.0,5938075.0
000006.SH,20241114,5265.5051,5443.7937,5446.5649,5265.5051,5373.7949,-108.2898,-2.0151,11171515.0,7558278.4
000006.SH,20241113,5373.7949,5357.1156,5430.4003,5334.4504,5377.6331,-3.8382,-0.0714,10138487.0,6933743.2
000006.SH,20241112,5377.6331,5423.6005,5479.4958,5342.4146,5444.5945,-66.9614,-1.2299,11467062.0,7768791.9
000006.SH,20241111,5444.5945,5482.3502,5526.4249,5376.2982,5540.1573,-95.5628,-1.7249,14331146.0,9422150.4
000006.SH,20241108,5540.1573,5817.0873,5830.7048,5515.6588,5762.8994,-222.7421,-3.8651,20799352.0,13550651.7
000006.SH,20241107,5762.8994,5482.8968,5766.2126,5474.1051,5539.2719,223.6275,4.0371,23200947.0,14777267.6
000006.SH,20241106,5539.2719,5476.1459,5603.6476,5371.1291,5485.6723,53.5996,0.9771,21069418.0,12337948.7
000006.SH,20241105,5485.6723,5319.4472,5496.3237,5319.4472,5360.5948,125.0775,2.3333,17179451.0,9858011.9
000006.SH,20241104,5360.5948,5387.7836,5387.7836,5273.9931,5368.825,-8.2302,-0.1533,15723962.0,8879836.8
000006.SH,20241101,5368.825,5312.6869,5478.6274,5312.6869,5297.1386,71.6864,1.3533,20240620.0,11585096.6
000006.SH,20241031,5297.1386,5206.7325,5394.6348,5185.1274,5229.2083,67.9303,1.2991,15712425.0,9753494.9
000006.SH,20241030,5229.2083,5206.1788,5307.3046,5200.3452,5208.1753,21.033,0.4038,12011614.0,7608716.3
000006.SH,20241029,5208.1753,5288.2404,5347.5609,5200.1744,5319.4495,-111.2742,-2.0918,10494109.0,6928241.3
000006.SH,20241028,5319.4495,5203.4911,5330.1134,5179.7339,5289.2501,30.1994,0.571,15091736.0,9550692.0
000006.SH,20241025,5289.2501,5278.0443,5358.8224,5262.0878,5280.419,8.8311,0.1672,9960955.0,6376283.2
000006.SH,20241024,5280.419,5330.8413,5353.8903,5255.7979,5369.0652,-88.6462,-1.6511,9137449.0,6165316.8
000006.SH,20241023,5369.0652,5330.9293,5419.2268,5323.9294,5341.2841,27.7811,0.5201,11953132.0,8104511.6
000006.SH,20241022,5341.2841,5294.7989,5353.2033,5277.2086,5331.9334,9.3507,0.1754,10822631.0,7760760.8
000006.SH,20241021,5331.9334,5224.4809,5342.9065,5179.5504,5214.5829,117.3505,2.2504,15151450.0,10491015.4
000006.SH,20241018,5214.5829,5095.8824,5298.3974,5024.5229,5140.6219,73.961,1.4388,16077949.0,10916261.6
000006.SH,20241017,5140.6219,5463.3674,5463.3674,5140.6219,5469.2223,-328.6004,-6.0082,19415026.0,13339996.9
000006.SH,20241016,5469.2223,5301.7143,5509.6302,5296.6026,5235.5056,233.7167,4.4641,22437461.0,15997634.1
000006.SH,20241015,5235.5056,5251.108,5399.6012,5201.6025,5299.2707,-63.7651,-1.2033,16670535.0,11019219.2
000006.SH,20241014,5299.2707,5186.5192,5373.694,5160.673,5061.6582,237.6125,4.6944,20577412.0,13544540.1
000006.SH,20241011,5061.6582,5081.5292,5138.6177,5007.0375,5139.7239,-78.0657,-1.5189,18172691.0,11025795.1
000006.SH,20241010,5139.7239,4927.8607,5251.4546,4898.6961,4965.184,174.5399,3.5153,22708490.0,14190923.1
000006.SH,20241009,4965.184,5349.7421,5349.7421,4965.184,5468.8545,-503.6705,-9.2098,20241421.0,13536453.1
000006.SH,20241008,5468.8545,5870.7151,5870.7151,5280.7674,5346.3155,122.539,2.292,37777244.0,26264489.3
000006.SH,20240930,5346.3155,5253.1794,5366.0506,5077.6616,4939.1522,407.1633,8.2436,29822593.0,19622417.8
000006.SH,20240927,4939.1522,4896.6288,4941.9145,4820.8275,4731.3302,207.822,4.3925,17264149.0,10908696.4
000006.SH,20240926,4731.3302,4391.8732,4732.7593,4391.8732,4399.1763,332.1539,7.5504,20032581.0,11022130.7
000006.SH,20240925,4399.1763,4328.1436,4538.5263,4328.1436,4278.5329,120.6434,2.8197,16588152.0,8942533.3
000006.SH,20240924,4278.5329,4207.7959,4279.7945,4136.6163,4133.4,145.1329,3.5112,13539885.0,7271803.6
000006.SH,20240923,4133.4,4095.3674,4164.2819,4079.6534,4116.0578,17.3422,0.4213,6993594.0,3621505.1
000006.SH,20240920,4116.0578,4036.2079,4123.2999,4023.1614,4080.7822,35.2756,0.8644,10578081.0,5261754.1
000006.SH,20240919,4080.7822,3991.9127,4120.3032,3989.4441,3977.4488,103.3334,2.598,11530516.0,5843918.4
