ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000006.SH,20200213,6535.3097,6505.9551,6655.3101,6505.9551,6466.2871,69.0226,1.0674,5644090.0,5455354.2
000006.SH,20200212,6466.2871,6447.8179,6480.0285,6421.051,6461.4807,4.8064,0.0744,3461045.0,3164863.4
000006.SH,20200211,6461.4807,6398.2761,6525.51,6382.7299,6405.0562,56.4245,0.8809,4401403.0,3874288.0
000006.SH,20200210,6405.0562,6235.1053,6437.1773,6213.5483,6290.5568,114.4994,1.8202,4881205.0,4516529.4
000006.SH,20200207,6290.5568,6276.3564,6296.5046,6222.9782,6328.9893,-38.4325,-0.6072,4169558.0,3654733.6
000006.SH,20200206,6328.9893,6272.3761,6365.5815,6193.237,6244.8555,84.1338,1.3472,5668260.0,4871646.2
000006.SH,20200205,6244.8555,6219.9477,6327.2539,6180.9134,6226.0774,18.7781,0.3016,5452732.0,4861166.8
000006.SH,20200204,6226.0774,5975.4059,6232.9347,5975.4059,6067.436,158.6414,2.6146,7609960.0,6238865.7
000006.SH,20200203,6067.436,6032.2354,6138.141,6019.528,6680.9934,-613.5574,-9.1836,8272704.0,7072414.9
000006.SH,20200123,6680.9934,6845.4636,6867.9855,6639.158,6938.8194,-257.826,-3.7157,5631363.0,5235328.0
000006.SH,20200122,6938.8194,6849.0193,6958.2986,6788.1591,6862.5708,76.2486,1.1111,4570861.0,4524435.4
000006.SH,20200121,6862.5708,7009.4794,7010.5213,6861.7514,7048.4122,-185.8414,-2.6366,4777320.0,4717188.3
000006.SH,20200120,7048.4122,7050.3651,7053.2429,6984.6798,7057.3337,-8.9215,-0.1264,3771147.0,3761894.4
000006.SH,20200117,7057.3337,7080.5078,7115.3603,7021.5069,7063.2335,-5.8998,-0.0835,3052264.0,2776162.5
000006.SH,20200116,7063.2335,7094.9569,7121.2679,7043.0966,7081.0146,-17.7811,-0.2511,3349212.0,3344692.1
000006.SH,20200115,7081.0146,7169.1109,7171.3204,7055.4826,7180.7567,-99.7421,-1.389,4120687.0,3606686.3
000006.SH,20200114,7180.7567,7240.2575,7255.5979,7167.942,7214.4416,-33.6849,-0.4669,3952606.0,3906507.5
000006.SH,20200113,7214.4416,7130.519,7216.5201,7108.5536,7120.9338,93.5078,1.3131,4211909.0,4312003.8
000006.SH,20200110,7120.9338,7217.6704,7226.7254,7088.9811,7199.4063,-78.4725,-1.09,4591129.0,4443101.5
000006.SH,20200109,7199.4063,7175.2867,7224.9211,7145.3496,7048.6963,150.71,2.1381,5664730.0,6067571.9
000006.SH,20200108,7048.6963,7124.0431,7124.0431,7024.408,7165.1176,-116.4213,-1.6248,5207477.0,4741824.1
000006.SH,20200107,7165.1176,7159.8894,7189.4276,7113.862,7143.3927,21.7249,0.3041,4921691.0,4299694.6
000006.SH,20200106,7143.3927,7095.9812,7201.8829,7089.1826,7152.1163,-8.7236,-0.122,7418207.0,6480917.9
000006.SH,20200103,7152.1163,7211.9295,7219.0664,7094.212,7174.626,-22.5097,-0.3137,6903407.0,5883707.2
000006.SH,20200102,7174.626,7118.0084,7213.8209,7118.0084,7024.3568,150.2692,2.1393,9848838.0,8087960.1
000006.SH,20191231,7024.3568,6980.7368,7049.3591,6946.6553,6999.9346,24.4222,0.3489,5157557.0,4224371.5
000006.SH,20191230,6999.9346,6924.4818,6999.9346,6880.2842,6885.1609,114.7737,1.667,4812412.0,4496111.4
000006.SH,20191227,6885.1609,6896.5763,6960.541,6877.2342,6894.884,-9.7231,-0.141,4680612.0,4555029.7
000006.SH,20191226,6894.884,6745.3051,6913.0788,6745.3051,6701.8612,193.0228,2.8801,5080966.0,4763763.6
000006.SH,20191225,6701.8612,6693.6415,6719.7896,6670.7464,6699.4148,2.4464,0.0365,2568328.0,2513614.4
000006.SH,20191224,6699.4148,6737.0872,6758.6677,6667.1703,6732.0443,-32.6295,-0.4847,3030884.0,2928734.6
000006.SH,20191223,6732.0443,6885.4467,6921.3417,6722.9567,6891.0667,-159.0224,-2.3077,4508054.0,3978222.4
000006.SH,20191220,6891.0667,6857.1536,6931.6103,6849.892,6846.8616,44.2051,0.6456,4470533.0,3927206.4
000006.SH,20191219,6846.8616,6817.9734,6897.9012,6817.9734,6810.1763,36.6853,0.5387,4517970.0,3570445.0
000006.SH,20191218,6810.1763,6848.1309,6886.3534,6788.3815,6860.6894,-50.5131,-0.7363,5063327.0,4068965.6
000006.SH,20191217,6860.6894,6730.9322,6929.9196,6717.269,6730.3721,130.3173,1.9363,7588598.0,6319991.7
000006.SH,20191216,6730.3721,6677.0786,6730.3721,6651.1408,6700.568,29.8041,0.4448,4619634.0,4199764.9
000006.SH,20191213,6700.568,6660.7641,6705.6716,6652.7288,6596.6732,103.8948,1.575,5054409.0,4482794.0
000006.SH,20191212,6596.6732,6635.4137,6657.6912,6580.8647,6645.2925,-48.6193,-0.7316,2875033.0,2888222.2
000006.SH,20191211,6645.2925,6637.8878,6692.8291,6598.7038,6610.9097,34.3828,0.5201,3461253.0,3504697.8
000006.SH,20191210,6610.9097,6603.3091,6622.775,6583.1159,6624.1697,-13.26,-0.2002,2889459.0,2848146.1
000006.SH,20191209,6624.1697,6465.6718,6625.3638,6465.6718,6446.8947,177.275,2.7498,5119900.0,5013894.1
000006.SH,20191206,6446.8947,6408.1158,6446.8947,6392.4809,6402.1881,44.7066,0.6983,2632648.0,2477489.9
000006.SH,20191205,6402.1881,6399.5712,6411.9664,6366.0517,6379.6462,22.5419,0.3533,2946312.0,2639512.0
000006.SH,20191204,6379.6462,6406.532,6406.532,6358.1266,6427.3565,-47.7103,-0.7423,2675143.0,2145822.7
000006.SH,20191203,6427.3565,6407.6625,6445.5368,6384.7626,6425.0886,2.2679,0.0353,2964547.0,2899761.6
000006.SH,20191202,6425.0886,6342.1757,6436.6329,6342.1757,6315.6646,109.424,1.7326,3457447.0,3592857.3
000006.SH,20191129,6315.6646,6340.0864,6363.2231,6300.473,6346.695,-31.0304,-0.4889,2402067.0,2071480.6
000006.SH,20191128,6346.695,6398.4395,6425.8682,6320.9239,6389.3748,-42.6798,-0.668,2682209.0,2117966.7
000006.SH,20191127,6389.3748,6407.6777,6444.3497,6367.5,6409.436,-20.0612,-0.313,2757063.0,2497486.0
000006.SH,20191126,6409.436,6469.5393,6469.5393,6400.7222,6460.4374,-51.0014,-0.7894,3729333.0,3091088.6
000006.SH,20191125,6460.4374,6322.6115,6481.1636,6322.6115,6306.3109,154.1265,2.444,6174045.0,5012413.2
000006.SH,20191122,6306.3109,6296.8939,6332.2366,6237.8479,6279.8139,26.497,0.4219,4011590.0,3048809.8
000006.SH,20191121,6279.8139,6268.7225,6292.7639,6225.3957,6295.1682,-15.3543,-0.2439,2545883.0,2364825.9
000006.SH,20191120,6295.1682,6341.1613,6358.3389,6285.3215,6340.6483,-45.4801,-0.7173,2954694.0,2491703.2
000006.SH,20191119,6340.6483,6249.3668,6346.3293,6239.9203,6253.8339,86.8144,1.3882,3163611.0,2840073.5
000006.SH,20191118,6253.8339,6195.8783,6274.4236,6155.8856,6193.5475,60.2864,0.9734,3348567.0,3008491.8
000006.SH,20191115,6193.5475,6262.5016,6270.3442,6187.7998,6256.0684,-62.5209,-0.9994,3557453.0,2742671.3
000006.SH,20191114,6256.0684,6274.2806,6302.8324,6247.486,6265.633,-9.5646,-0.1527,2988453.0,2383673.8
000006.SH,20191113,6265.633,6310.5362,6310.5362,6240.4864,6311.8596,-46.2266,-0.7324,3344830.0,2580602.9
000006.SH,20191112,6311.8596,6295.4352,6331.5453,6263.1484,6287.379,24.4806,0.3894,3491195.0,2566999.9
000006.SH,20191111,6287.379,6410.0354,6410.0354,6272.522,6450.8593,-163.4803,-2.5342,5255968.0,4337655.2
000006.SH,20191108,6450.8593,6536.1165,6558.6202,6450.6803,6507.9921,-57.1328,-0.8779,4208555.0,3266203.9
000006.SH,20191107,6507.9921,6488.6532,6536.4639,6473.546,6497.003,10.9891,0.1691,3900211.0,3226653.8
000006.SH,20191106,6497.003,6563.949,6563.949,6476.7115,6571.1187,-74.1157,-1.1279,4425076.0,3528095.6
000006.SH,20191105,6571.1187,6519.6918,6618.233,6464.8251,6505.8669,65.2518,1.003,5653784.0,4679157.9
000006.SH,20191104,6505.8669,6553.7062,6559.1828,6481.3838,6536.8261,-30.9592,-0.4736,4696636.0,3959514.8
000006.SH,20191101,6536.8261,6425.3216,6550.7001,6391.9094,6427.5149,109.3112,1.7007,4489501.0,4211920.8
000006.SH,20191031,6427.5149,6509.6741,6521.8524,6405.3274,6503.5126,-75.9977,-1.1686,4459613.0,3882584.9
000006.SH,20191030,6503.5126,6548.5034,6568.8075,6485.1063,6581.7989,-78.2863,-1.1894,4421606.0,4057584.7
000006.SH,20191029,6581.7989,6651.3665,6651.3665,6575.8679,6649.832,-68.0331,-1.0231,3912758.0,3484597.95
000006.SH,20191028,6649.832,6681.5519,6683.1684,6610.7989,6725.2961,-75.4641,-1.1221,4649672.0,4718388.765
000006.SH,20191025,6725.2961,6715.3236,6735.9698,6657.4101,6694.9323,30.3638,0.4535,3184384.0,2969838.769
000006.SH,20191024,6694.9323,6670.8738,6708.8879,6648.6489,6666.8247,28.1076,0.4216,2960982.0,2793293.551
000006.SH,20191023,6666.8247,6755.3156,6765.8674,6642.7378,6762.178,-95.3533,-1.4101,3890795.0,3659729.033
000006.SH,20191022,6762.178,6758.0896,6765.1351,6680.2862,6744.9933,17.1847,0.2548,4064409.0,3772780.008
000006.SH,20191021,6744.9933,6663.4118,6764.1775,6655.7394,6643.3781,101.6152,1.5296,4323903.0,3988044.154
000006.SH,20191018,6643.3781,6773.7481,6824.4113,6624.244,6753.564,-110.1859,-1.6315,5343388.0,3936114.692
000006.SH,20191017,6753.564,6764.5211,6805.1388,6716.7322,6765.8946,-12.3306,-0.1822,6275858.0,4178366.861
000006.SH,20191016,6765.8946,6731.663,6893.982,6731.663,6714.2719,51.6227,0.7689,8038065.0,5864924.476
000006.SH,20191015,6714.2719,6735.9488,6784.8286,6693.0782,6738.4037,-24.1318,-0.3581,5568468.0,3942296.25
000006.SH,20191014,6738.4037,6727.1177,6821.0805,6709.9377,6686.0603,52.3434,0.7829,5426147.0,4674676.533
000006.SH,20191011,6686.0603,6670.5336,6699.0837,6630.4873,6654.5778,31.4825,0.4731,3963372.0,3817011.87
000006.SH,20191010,6654.5778,6658.249,6673.9081,6605.8069,6651.4799,3.0979,0.0466,3848328.0,3906478.623
000006.SH,20191009,6651.4799,6507.7209,6692.1728,6504.4276,6536.3281,115.1518,1.7617,4806735.0,5228262.284
000006.SH,20191008,6536.3281,6418.2338,6583.0035,6418.2338,6396.3622,139.9659,2.1882,4248662.0,4680667.065
000006.SH,20190930,6396.3622,6402.8241,6447.2066,6392.712,6403.7216,-7.3594,-0.1149,2481349.0,2499396.243
000006.SH,20190927,6403.7216,6437.5267,6444.9427,6380.3406,6427.5454,-23.8238,-0.3707,2575655.0,2517603.458
000006.SH,20190926,6427.5454,6440.5717,6518.383,6420.4855,6420.6865,6.8589,0.1068,3716041.0,3941345.665
000006.SH,20190925,6420.6865,6446.0173,6455.499,6395.0923,6455.5799,-34.8934,-0.5405,3058811.0,2824188.186
000006.SH,20190924,6455.5799,6466.0727,6507.4075,6448.1679,6450.7408,4.8391,0.075,3638629.0,3161427.344
000006.SH,20190923,6450.7408,6517.6019,6517.7144,6417.9885,6539.3503,-88.6095,-1.355,3624954.0,3005816.537
000006.SH,20190920,6539.3503,6597.8954,6602.935,6522.7132,6604.8581,-65.5078,-0.9918,4998139.0,4148442.652
000006.SH,20190919,6604.8581,6637.2899,6641.4065,6572.1622,6628.3469,-23.4888,-0.3544,3293469.0,3026720.792
000006.SH,20190918,6628.3469,6569.9315,6666.0933,6561.7954,6546.7411,81.6058,1.2465,4367323.0,4439822.31
000006.SH,20190917,6546.7411,6612.9163,6617.0028,6523.4599,6618.311,-71.5699,-1.0814,3587854.0,3234981.163
000006.SH,20190916,6618.311,6672.5657,6672.5657,6596.4938,6650.753,-32.442,-0.4878,4180500.0,4218335.129
000006.SH,20190912,6650.753,6536.7032,6659.5561,6536.7032,6497.2616,153.4914,2.3624,5558813.0,5704250.988
000006.SH,20190911,6497.2616,6514.1691,6521.2297,6468.2349,6501.283,-4.0214,-0.0619,3341612.0,2792582.991
000006.SH,20190910,6501.283,6521.1624,6525.4502,6445.5553,6523.0635,-21.7805,-0.3339,3789105.0,2815795.262
000006.SH,20190909,6523.0635,6516.8611,6539.6913,6482.6791,6464.7492,58.3143,0.902,5021480.0,4224157.429
000006.SH,20190906,6464.7492,6474.7537,6477.2038,6401.2634,6451.2757,13.4735,0.2089,4348391.0,3507444.674
000006.SH,20190905,6451.2757,6492.7667,6551.2832,6431.6587,6475.2677,-23.992,-0.3705,7505883.0,6214589.257
000006.SH,20190904,6475.2677,6276.666,6475.2677,6276.666,6281.7136,193.5541,3.0812,7016919.0,5485574.747
000006.SH,20190903,6281.7136,6300.8605,6300.8605,6236.8358,6297.7852,-16.0716,-0.2552,4011441.0,3146853.189
000006.SH,20190902,6297.7852,6211.8591,6310.1686,6211.8591,6222.8927,74.8925,1.2035,4314765.0,3247955.749
000006.SH,20190830,6222.8927,6329.5984,6338.6664,6199.5288,6281.3834,-58.4907,-0.9312,4084020.0,3373061.824
000006.SH,20190829,6281.3834,6388.2772,6394.6099,6263.0617,6399.2768,-117.8934,-1.8423,4185526.0,3607527.755
000006.SH,20190828,6399.2768,6407.8154,6428.5401,6374.2777,6386.6468,12.63,0.1978,3047438.0,2273570.366
000006.SH,20190827,6386.6468,6376.8816,6448.5714,6368.239,6341.7462,44.9006,0.708,4190998.0,3441769.121
000006.SH,20190826,6341.7462,6319.6612,6354.8331,6293.1353,6441.3831,-99.6369,-1.5468,3369477.0,2840411.541
000006.SH,20190823,6441.3831,6468.1941,6482.822,6419.2359,6451.0056,-9.6225,-0.1492,2971320.0,2448943.246
000006.SH,20190822,6451.0056,6510.7267,6525.2656,6414.1233,6498.4358,-47.4302,-0.7299,2823330.0,2199169.885
000006.SH,20190821,6498.4358,6473.7961,6547.0125,6468.2667,6484.2188,14.217,0.2193,3198113.0,2645734.025
000006.SH,20190820,6484.2188,6432.737,6520.6768,6432.737,6439.5374,44.6814,0.6939,3693704.0,3478552.982
000006.SH,20190819,6439.5374,6345.5478,6443.9556,6322.8278,6273.8896,165.6478,2.6403,4550793.0,3899183.137
000006.SH,20190816,6273.8896,6279.6614,6325.3839,6238.2048,6273.1897,0.6999,0.0112,2922229.0,2917148.409
000006.SH,20190815,6273.1897,6139.3558,6273.7006,6113.6997,6223.9696,49.2201,0.7908,2804248.0,2407176.593
000006.SH,20190814,6223.9696,6314.9027,6325.682,6215.6945,6244.8835,-20.9139,-0.3349,3128990.0,2309011.498
000006.SH,20190813,6244.8835,6297.7111,6304.7685,6220.6304,6336.1302,-91.2467,-1.4401,3357229.0,2324284.193
000006.SH,20190812,6336.1302,6227.3339,6338.3446,6216.0377,6216.9469,119.1833,1.9171,2805649.0,2342968.119
000006.SH,20190809,6216.9469,6320.9921,6336.2839,6204.842,6297.5242,-80.5773,-1.2795,2832410.0,2520405.897
000006.SH,20190808,6297.5242,6323.3568,6330.0551,6283.0315,6294.0131,3.5111,0.0558,2642108.0,2319224.93
000006.SH,20190807,6294.0131,6308.3868,6350.4406,6288.9917,6270.1592,23.8539,0.3804,3267871.0,3106475.704
000006.SH,20190806,6270.1592,6240.1015,6284.4166,6159.9618,6326.6904,-56.5312,-0.8935,4755638.0,4214599.061
000006.SH,20190805,6326.6904,6436.5018,6451.9428,6324.2494,6484.5339,-157.8435,-2.4342,3396780.0,3253903.437
000006.SH,20190802,6484.5339,6411.4433,6497.8707,6395.1868,6543.3846,-58.8507,-0.8994,4000135.0,3754748.356
000006.SH,20190801,6543.3846,6641.2409,6642.7934,6528.8064,6655.2791,-111.8945,-1.6813,3870182.0,3906584.393
000006.SH,20190731,6655.2791,6759.959,6759.959,6641.1022,6804.8144,-149.5353,-2.1975,4219588.0,4086385.988
000006.SH,20190730,6804.8144,6765.5351,6830.006,6765.5351,6763.5743,41.2401,0.6097,2661900.0,2760704.028
000006.SH,20190729,6763.5743,6787.4377,6803.4946,6753.7242,6792.4842,-28.9099,-0.4256,2495241.0,2592289.235
000006.SH,20190726,6792.4842,6742.8176,6809.9609,6734.9725,6774.4388,18.0454,0.2664,3190164.0,3455917.252
000006.SH,20190725,6774.4388,6777.7288,6779.6674,6724.9591,6763.2973,11.1415,0.1647,3691179.0,3842368.549
000006.SH,20190724,6763.2973,6758.5382,6800.1012,6740.6266,6750.5852,12.7121,0.1883,4791859.0,4801854.678
000006.SH,20190723,6750.5852,6771.1218,6795.5467,6719.6668,6799.696,-49.1108,-0.7222,6019157.0,6115359.82
000006.SH,20190722,6799.696,6860.7353,6904.7531,6777.3507,6843.0545,-43.3585,-0.6336,4530551.0,4989983.272
000006.SH,20190719,6843.0545,6800.1764,6868.5016,6765.9673,6724.6859,118.3686,1.7602,6113317.0,6683483.445
000006.SH,20190718,6724.6859,6749.3443,6761.451,6710.6666,6775.2905,-50.6046,-0.7469,3322044.0,4223701.707
000006.SH,20190717,6775.2905,6730.9496,6820.8082,6697.0057,6734.7431,40.5474,0.6021,3776557.0,5688776.496
000006.SH,20190716,6734.7431,6670.3211,6752.2456,6654.3683,6665.7259,69.0172,1.0354,3520486.0,4832084.81
000006.SH,20190715,6665.7259,6628.994,6690.5555,6528.2215,6665.9731,-0.2472,-0.0037,4124151.0,4649612.803
000006.SH,20190712,6665.9731,6605.0375,6688.3095,6580.7323,6600.6041,65.369,0.9903,3811772.0,5240047.183
000006.SH,20190711,6600.6041,6637.6495,6686.6546,6586.6574,6618.8435,-18.2394,-0.2756,3908308.0,4932793.467
000006.SH,20190710,6618.8435,6685.1404,6689.034,6590.5959,6667.728,-48.8845,-0.7332,4217898.0,5629784.729
000006.SH,20190709,6667.728,6675.5971,6762.3292,6651.2023,6749.2119,-81.4839,-1.2073,6654768.0,11273622.188
000006.SH,20190708,6749.2119,6852.6611,6864.3131,6703.4414,6958.0001,-208.7882,-3.0007,4896203.0,4195999.604
000006.SH,20190705,6958.0001,6974.3688,6987.5198,6927.7236,7069.3471,-111.347,-1.5751,3443465.0,3034355.982
000006.SH,20190704,7069.3471,6997.991,7164.9804,6997.991,7078.1494,-8.8023,-0.1244,6438167.0,5528646.59
000006.SH,20190703,7078.1494,6995.4878,7112.5945,6959.5691,7007.7312,70.4182,1.0049,5137860.0,5297401.238
000006.SH,20190702,7007.7312,6969.6834,7011.4449,6930.3397,6980.3307,27.4005,0.3925,4434088.0,3880352.555
000006.SH,20190701,6980.3307,6923.0899,6983.1733,6904.8083,6832.7774,147.5533,2.1595,4532423.0,4243361.666
000006.SH,20190628,6832.7774,6903.0219,6903.0219,6806.5721,6895.9925,-63.2151,-0.9167,3376965.0,2823511.526
000006.SH,20190627,6895.9925,6883.67,6944.8799,6874.836,6873.9136,22.0789,0.3212,2911555.0,2718500.314
000006.SH,20190626,6873.9136,6890.4052,6914.1922,6860.1937,6917.1559,-43.2423,-0.6251,2686555.0,2576546.095
000006.SH,20190625,6917.1559,6960.6829,6960.6829,6809.0009,6940.6368,-23.4809,-0.3383,3462854.0,3340932.178
000006.SH,20190624,6940.6368,6914.6465,6946.4053,6881.715,6904.5376,36.0992,0.5228,3035012.0,2644215.588
000006.SH,20190621,6904.5376,6913.9788,6971.3386,6888.3359,6919.1504,-14.6128,-0.2112,4717407.0,3797760.589
000006.SH,20190620,6919.1504,6774.984,6943.2917,6756.2047,6772.6651,146.4853,2.1629,5294871.0,4354151.427
000006.SH,20190619,6772.6651,6861.4081,6891.0458,6766.611,6735.0859,37.5792,0.558,3423767.0,3010460.57
000006.SH,20190618,6735.0859,6792.8978,6813.0512,6708.5973,6774.7573,-39.6714,-0.5856,2456314.0,1986691.46
000006.SH,20190617,6774.7573,6784.747,6828.2569,6759.2309,6779.7928,-5.0355,-0.0743,2673334.0,2068902.285
000006.SH,20190614,6779.7928,6836.2364,6873.273,6765.6846,6855.5478,-75.755,-1.105,4310998.0,3501390.418
000006.SH,20190613,6855.5478,6848.219,6873.6912,6797.7917,6859.1106,-3.5628,-0.0519,3749889.0,2918876.932
000006.SH,20190612,6859.1106,6883.3848,6883.3848,6822.9101,6899.6233,-40.5127,-0.5872,3572044.0,2885989.982
000006.SH,20190611,6899.6233,6799.5879,6907.6317,6795.9167,6729.601,170.0223,2.5265,5854876.0,4607970.621
000006.SH,20190610,6729.601,6655.1805,6761.5374,6631.8512,6627.1698,102.4312,1.5456,3452584.0,3013501.651
000006.SH,20190606,6627.1698,6654.9228,6668.1062,6599.8699,6638.1824,-11.0126,-0.1659,3056503.0,2600319.244
000006.SH,20190605,6638.1824,6604.1265,6708.9517,6575.5251,6538.8744,99.308,1.5187,4548407.0,3990760.996
000006.SH,20190604,6538.8744,6595.3718,6596.7831,6506.7775,6578.7766,-39.9022,-0.6065,3140057.0,2523211.676
000006.SH,20190603,6578.7766,6604.8393,6675.0055,6554.3864,6594.2595,-15.4829,-0.2348,3969605.0,3122491.313
000006.SH,20190531,6594.2595,6569.1153,6628.5802,6547.0795,6569.0238,25.2357,0.3842,4231232.0,3126278.793
000006.SH,20190530,6569.0238,6564.4643,6589.4737,6502.2754,6580.2119,-11.1881,-0.17,4408589.0,3073947.881
000006.SH,20190529,6580.2119,6596.1131,6628.6034,6571.1074,6632.1544,-51.9425,-0.7832,3039426.0,2516882.308
000006.SH,20190528,6632.1544,6548.2618,6662.4193,6540.2213,6592.1403,40.0141,0.607,3997563.0,3554011.671
000006.SH,20190527,6592.1403,6511.8541,6601.7591,6458.6272,6533.4608,58.6795,0.8981,3247734.0,2724695.048
000006.SH,20190524,6533.4608,6535.7396,6595.07,6518.9572,6530.6169,2.8439,0.0435,2966783.0,2268268.492
000006.SH,20190523,6530.6169,6582.3104,6590.3515,6485.0156,6597.4058,-66.7889,-1.0124,4102106.0,2973904.922
000006.SH,20190522,6597.4058,6639.3761,6648.293,6576.4679,6638.6358,-41.23,-0.6211,3820780.0,2868273.287
000006.SH,20190521,6638.6358,6575.4736,6684.1156,6563.1344,6567.0048,71.631,1.0908,3794102.0,2918960.901
000006.SH,20190520,6567.0048,6632.142,6663.9361,6520.3856,6620.1329,-53.1281,-0.8025,4239697.0,3106914.643
000006.SH,20190517,6620.1329,6815.0425,6820.7257,6601.4582,6808.3657,-188.2328,-2.7647,4998831.0,3739529.889
000006.SH,20190516,6808.3657,6745.0521,6811.7698,6735.5168,6747.662,60.7037,0.8996,5206216.0,3714471.161
000006.SH,20190515,6747.662,6705.8286,6791.3965,6695.2845,6652.0256,95.6364,1.4377,4643986.0,3589348.051
000006.SH,20190514,6652.0256,6657.6491,6731.8313,6637.4717,6716.9797,-64.9541,-0.967,3771871.0,3147571.049
000006.SH,20190513,6716.9797,6678.2684,6741.8984,6661.8594,6766.0707,-49.091,-0.7255,4021752.0,3138955.992
000006.SH,20190510,6766.0707,6650.2408,6777.9034,6538.9741,6578.7642,187.3065,2.8471,6185620.0,4792753.358
000006.SH,20190509,6578.7642,6658.8497,6728.2224,6551.4808,6696.7382,-117.974,-1.7617,5211524.0,4017915.436
000006.SH,20190508,6696.7382,6684.9332,6804.6407,6649.8598,6771.8388,-75.1006,-1.109,6212180.0,4298294.168
000006.SH,20190507,6771.8388,6732.4931,6798.562,6692.3602,6669.0213,102.8175,1.5417,6861896.0,4803807.304
000006.SH,20190506,6669.0213,6899.8927,6924.8476,6623.7504,7090.5467,-421.5254,-5.9449,9476195.0,7128964.219
000006.SH,20190430,7090.5467,7019.3882,7105.0245,7011.3054,7038.6205,51.9262,0.7377,5891513.0,4386339.078
000006.SH,20190429,7038.6205,7040.8675,7133.6919,7023.0177,7038.304,0.3165,0.0045,7889338.0,6211296.429
000006.SH,20190426,7038.304,7060.4528,7108.4656,7018.31,7076.7011,-38.3971,-0.5426,7211997.0,5136368.997
000006.SH,20190425,7076.7011,7238.7079,7273.5292,7072.7268,7239.2655,-162.5644,-2.2456,7606450.0,5658265.831
000006.SH,20190424,7239.2655,7259.4735,7278.884,7141.8119,7230.7611,8.5044,0.1176,6634676.0,5260756.544
000006.SH,20190423,7230.7611,7230.8089,7300.9593,7213.7799,7224.5333,6.2278,0.0862,6165431.0,5685793.951
000006.SH,20190422,7224.5333,7482.0232,7488.5309,7203.1945,7512.7278,-288.1945,-3.8361,9136397.0,8616145.716
000006.SH,20190419,7512.7278,7470.6054,7537.381,7412.2839,7461.666,51.0618,0.6843,5780478.0,5021498.937
000006.SH,20190418,7461.666,7522.2408,7522.2408,7440.7619,7532.5716,-70.9056,-0.9413,6971431.0,5917385.791
000006.SH,20190417,7532.5716,7641.2201,7645.4299,7508.0956,7638.5142,-105.9426,-1.387,9051859.0,7803907.989
000006.SH,20190416,7638.5142,7444.649,7638.5142,7323.0395,7470.5548,167.9594,2.2483,11903495.0,10012017.805
000006.SH,20190415,7470.5548,7593.342,7662.0524,7458.3897,7478.0915,-7.5367,-0.1008,10981215.0,9615814.818
000006.SH,20190412,7478.0915,7545.2394,7570.1707,7430.4202,7532.6233,-54.5318,-0.7239,6958253.0,6483777.83
000006.SH,20190411,7532.6233,7719.9869,7755.4743,7504.0935,7714.3378,-181.7145,-2.3555,8627636.0,7664164.464
000006.SH,20190410,7714.3378,7699.4677,7755.7914,7627.865,7751.5765,-37.2387,-0.4804,10081642.0,9202185.233
000006.SH,20190409,7751.5765,7627.6359,7751.5765,7600.7797,7573.662,177.9145,2.3491,10782812.0,10896935.454
000006.SH,20190408,7573.662,7636.7752,7689.7366,7466.5958,7599.2126,-25.5506,-0.3362,10854331.0,11122459.526
000006.SH,20190404,7599.2126,7628.2873,7684.9897,7539.6593,7596.8214,2.3912,0.0315,10682892.0,9910893.663
000006.SH,20190403,7596.8214,7414.7095,7603.2459,7371.1843,7469.1449,127.6765,1.7094,12449810.0,12669216.343
000006.SH,20190402,7469.1449,7551.2238,7551.2238,7433.0557,7499.3781,-30.2332,-0.4031,8484210.0,7699333.608
000006.SH,20190401,7499.3781,7395.5548,7573.6818,7395.5548,7317.1237,182.2544,2.4908,10304182.0,10121380.903
000006.SH,20190329,7317.1237,7023.0351,7317.5749,7001.9965,7000.002,317.1217,4.5303,8299810.0,8017070.238
000006.SH,20190328,7000.002,7078.7509,7099.3362,6990.3655,7102.3134,-102.3114,-1.4405,5527912.0,4863531.792
000006.SH,20190327,7102.3134,7061.6855,7113.3903,6998.7924,7026.1922,76.1212,1.0834,5393013.0,5252401.746
000006.SH,20190326,7026.1922,7177.8087,7195.8672,6999.8207,7155.8676,-129.6754,-1.8122,7098254.0,6564396.974
000006.SH,20190325,7155.8676,7209.7882,7294.9062,7147.4663,7321.9986,-166.131,-2.2689,8805395.0,8237435.135
000006.SH,20190322,7321.9986,7305.3727,7334.9914,7218.2371,7281.7183,40.2803,0.5532,7440101.0,6888440.761
000006.SH,20190321,7281.7183,7319.6568,7393.0763,7260.1828,7319.2643,-37.546,-0.513,8112497.0,7122623.314
000006.SH,20190320,7319.2643,7295.1845,7341.6863,7169.6033,7307.2387,12.0256,0.1646,8402798.0,7324849.2
000006.SH,20190319,7307.2387,7400.4933,7464.6579,7260.8399,7401.798,-94.5593,-1.2775,8801273.0,8120699.54
000006.SH,20190318,7401.798,7151.7031,7404.6007,7093.7765,7116.375,285.423,4.0108,12498037.0,11437744.541
000006.SH,20190315,7116.375,6923.3411,7166.8271,6918.4153,6897.0501,219.3249,3.18,8865355.0,9097674.305
000006.SH,20190314,6897.0501,6960.7721,7060.8087,6848.9773,6963.5389,-66.4888,-0.9548,7031249.0,6262602.252
000006.SH,20190313,6963.5389,6880.0758,7046.7392,6815.6007,6877.2125,86.3264,1.2553,9613061.0,8580985.767
